county,precinct,office,district,party,candidate,votes,provisional_ed,early_vote,absentee,provisional_ev,post,election_day
Washington,344 Fay 24,U.S. Senate,,REP,Senator John Boozman,23,0,12,0,0,0,11
Washington,345 Fay 25,U.S. Senate,,REP,Senator John Boozman,79,0,50,1,0,0,28
Washington,346 Fay 26,U.S. Senate,,REP,Senator John Boozman,248,0,95,2,0,0,151
Washington,347 Fay 27,U.S. Senate,,REP,Senator John Boozman,281,0,146,4,0,0,131
Washington,348 Fay 28,U.S. Senate,,REP,Senator John Boozman,477,0,246,7,0,0,224
Washington,349 Fay 29,U.S. Senate,,REP,Senator John Boozman,294,0,151,4,0,0,139
Washington,350 Fay 30,U.S. Senate,,REP,Senator John Boozman,401,0,208,18,0,0,175
Washington,351 Fay 31,U.S. Senate,,REP,Senator John Boozman,320,0,153,2,0,0,165
Washington,352 Fay 32,U.S. Senate,,REP,Senator John Boozman,365,0,207,5,0,0,153
Washington,353 Fay 33,U.S. Senate,,REP,Senator John Boozman,65,0,19,0,0,0,46
Washington,354 Fay 34,U.S. Senate,,REP,Senator John Boozman,70,0,18,0,0,0,52
Washington,355 Fay 35,U.S. Senate,,REP,Senator John Boozman,246,0,143,26,0,0,77
Washington,356 Fay 36,U.S. Senate,,REP,Senator John Boozman,66,0,35,0,0,0,31
Washington,357 Fay 37,U.S. Senate,,REP,Senator John Boozman,20,0,7,0,0,0,13
Washington,358 Fay 38,U.S. Senate,,REP,Senator John Boozman,93,0,50,0,0,0,43
Washington,359 Fay 39,U.S. Senate,,REP,Senator John Boozman,126,0,63,3,0,0,60
Washington,360 Fay 40,U.S. Senate,,REP,Senator John Boozman,531,0,237,6,0,0,288
Washington,361 Fay 41,U.S. Senate,,REP,Senator John Boozman,57,0,37,2,0,0,18
Washington,362 Fay 42,U.S. Senate,,REP,Senator John Boozman,72,0,25,2,0,0,45
Washington,363 Fay 43,U.S. Senate,,REP,Senator John Boozman,35,0,20,0,0,0,15
Washington,364 Fay 44,U.S. Senate,,REP,Senator John Boozman,70,0,35,0,0,0,35
Washington,365 Fay 45,U.S. Senate,,REP,Senator John Boozman,18,0,11,0,0,0,7
Washington,366 Fay 46,U.S. Senate,,REP,Senator John Boozman,191,0,119,1,0,0,71
Washington,367 Fay 47,U.S. Senate,,REP,Senator John Boozman,0,0,0,0,0,0,0
Washington,368 Fay 48,U.S. Senate,,REP,Senator John Boozman,2,0,2,0,0,0,0
Washington,369 Greenland City-1,U.S. Senate,,REP,Senator John Boozman,223,0,67,5,0,0,151
Washington,370 Greenland Twp-1,U.S. Senate,,REP,Senator John Boozman,236,0,87,0,0,0,149
Washington,371 Greenland City-2,U.S. Senate,,REP,Senator John Boozman,19,0,8,0,0,0,11
Washington,372 Greenland Twp-2,U.S. Senate,,REP,Senator John Boozman,85,0,21,1,0,0,63
Washington,373 Goshen City-1,U.S. Senate,,REP,Senator John Boozman,757,0,272,8,0,0,477
Washington,374 Goshen City-2,U.S. Senate,,REP,Senator John Boozman,2,0,1,0,0,0,1
Washington,375 Goshen Twp-1,U.S. Senate,,REP,Senator John Boozman,143,0,35,0,0,0,108
Washington,376 Goshen Twp-2,U.S. Senate,,REP,Senator John Boozman,109,0,37,0,0,0,72
Washington,377 Greenland Twp-3,U.S. Senate,,REP,Senator John Boozman,25,0,9,0,0,0,16
Washington,380 Harmon-1,U.S. Senate,,REP,Senator John Boozman,425,0,239,8,0,0,178
Washington,381 Harmon-5,U.S. Senate,,REP,Senator John Boozman,21,0,12,0,0,0,9
Washington,382 Harmon-2,U.S. Senate,,REP,Senator John Boozman,14,0,4,0,0,0,10
Washington,383 Harmon-3,U.S. Senate,,REP,Senator John Boozman,33,0,13,0,0,0,20
Washington,384 Harmon-4,U.S. Senate,,REP,Senator John Boozman,13,0,5,0,0,0,8
Washington,385 Harmon-6,U.S. Senate,,REP,Senator John Boozman,0,0,0,0,0,0,0
Washington,400 Illinois,U.S. Senate,,REP,Senator John Boozman,274,0,34,2,0,0,238
Washington,419 Johnson Twp-4,U.S. Senate,,REP,Senator John Boozman,4,0,3,0,0,0,1
Washington,420 Johnson Twp-1,U.S. Senate,,REP,Senator John Boozman,80,0,39,2,0,0,39
Washington,421 Johnson City-1,U.S. Senate,,REP,Senator John Boozman,409,0,208,9,0,0,192
Washington,422 Johnson City-4,U.S. Senate,,REP,Senator John Boozman,5,0,0,0,0,0,5
Washington,423 Johnson Twp-2,U.S. Senate,,REP,Senator John Boozman,2,0,0,0,0,0,2
Washington,424 Johnson Twp-3,U.S. Senate,,REP,Senator John Boozman,27,0,10,0,0,0,17
Washington,425 Johnson City-2,U.S. Senate,,REP,Senator John Boozman,136,0,75,0,0,0,61
Washington,426 Johnson City-3,U.S. Senate,,REP,Senator John Boozman,86,0,30,1,0,0,55
Washington,440 Lees Creek,U.S. Senate,,REP,Senator John Boozman,129,0,50,0,0,0,79
Washington,460 Lincoln,U.S. Senate,,REP,Senator John Boozman,381,0,159,8,0,0,214
Washington,480 Litteral-1,U.S. Senate,,REP,Senator John Boozman,55,0,16,1,0,0,38
Washington,481 Litteral-2,U.S. Senate,,REP,Senator John Boozman,3,0,2,0,0,0,1
Washington,482 Litteral-3,U.S. Senate,,REP,Senator John Boozman,413,0,166,4,0,0,243
Washington,483 Litteral-4,U.S. Senate,,REP,Senator John Boozman,3,0,3,0,0,0,0
Washington,500 Marrs Hill-1,U.S. Senate,,REP,Senator John Boozman,251,0,122,2,0,0,127
Washington,501 Marrs Hill-2,U.S. Senate,,REP,Senator John Boozman,100,0,43,0,0,0,57
Washington,520 Morrow-1,U.S. Senate,,REP,Senator John Boozman,122,0,27,0,0,0,95
Washington,521 Morrow-2,U.S. Senate,,REP,Senator John Boozman,0,0,0,0,0,0,0
Washington,541 Prairie Twp 1,U.S. Senate,,REP,Senator John Boozman,771,0,340,11,0,0,420
Washington,542 Prairie Twp 2,U.S. Senate,,REP,Senator John Boozman,205,0,107,2,0,0,96
Washington,543 Prairie Twp 3,U.S. Senate,,REP,Senator John Boozman,5,0,5,0,0,0,0
Washington,544 Prairie Twp 4,U.S. Senate,,REP,Senator John Boozman,49,0,20,0,0,0,29
Washington,545 Prairie Twp 5,U.S. Senate,,REP,Senator John Boozman,202,0,119,3,0,0,80
Washington,546 Prairie Twp 6,U.S. Senate,,REP,Senator John Boozman,4,0,4,0,0,0,0
Washington,547 Prairie Twp 7,U.S. Senate,,REP,Senator John Boozman,9,0,4,0,0,0,5
Washington,548 Prairie Twp 8,U.S. Senate,,REP,Senator John Boozman,214,0,122,0,0,0,92
Washington,549 Prairie Twp 9,U.S. Senate,,REP,Senator John Boozman,0,0,0,0,0,0,0
Washington,550 Prairie Grove City-1,U.S. Senate,,REP,Senator John Boozman,768,0,424,1,0,0,343
Washington,560 Prairie Grove City-2,U.S. Senate,,REP,Senator John Boozman,619,0,301,10,0,0,308
Washington,561 Prairie Grove City-3,U.S. Senate,,REP,Senator John Boozman,82,0,46,1,0,0,35
Washington,562 Prairie Grove City-4,U.S. Senate,,REP,Senator John Boozman,160,0,78,1,0,0,81
Washington,563 Prairie Grove City-5,U.S. Senate,,REP,Senator John Boozman,1,0,0,0,0,0,1
Washington,580 Prairie Grove Twp-1,U.S. Senate,,REP,Senator John Boozman,75,0,34,1,0,0,40
Washington,581 Prairie Grove Twp-3,U.S. Senate,,REP,Senator John Boozman,122,0,59,1,0,0,62
Washington,582 Prairie Grove Twp-2,U.S. Senate,,REP,Senator John Boozman,204,0,114,2,0,0,88
Washington,620 Reed-1,U.S. Senate,,REP,Senator John Boozman,85,0,40,0,0,0,45
Washington,621 Reed-2,U.S. Senate,,REP,Senator John Boozman,23,0,16,0,0,0,7
Washington,640 Rheas Mill,U.S. Senate,,REP,Senator John Boozman,173,0,30,0,0,0,143
Washington,660 Richland-1,U.S. Senate,,REP,Senator John Boozman,6,0,5,0,0,0,1
Washington,661 Richland-3,U.S. Senate,,REP,Senator John Boozman,311,0,159,8,0,0,144
Washington,662 Richland-2,U.S. Senate,,REP,Senator John Boozman,27,0,12,0,0,0,15
Washington,680 Spg 01,U.S. Senate,,REP,Senator John Boozman,65,0,40,0,0,0,25
Washington,690 Spg 02,U.S. Senate,,REP,Senator John Boozman,126,0,66,3,0,0,57
Washington,700 Spg 03,U.S. Senate,,REP,Senator John Boozman,318,0,164,3,0,0,151
Washington,710 Spg 04,U.S. Senate,,REP,Senator John Boozman,546,0,276,3,0,0,267
Washington,720 Spg 05,U.S. Senate,,REP,Senator John Boozman,169,0,79,2,0,0,88
Washington,730 Spg 06,U.S. Senate,,REP,Senator John Boozman,224,0,138,1,0,0,85
Washington,740 Spg 07,U.S. Senate,,REP,Senator John Boozman,319,0,149,2,0,0,168
Washington,741 Spg 08,U.S. Senate,,REP,Senator John Boozman,235,0,105,2,0,0,128
Washington,742 Spg 09,U.S. Senate,,REP,Senator John Boozman,143,0,82,1,0,0,60
Washington,743 Spg 10,U.S. Senate,,REP,Senator John Boozman,200,0,115,7,0,0,78
Washington,744 Spg 11,U.S. Senate,,REP,Senator John Boozman,541,0,319,8,0,0,214
Washington,745 Spg 12,U.S. Senate,,REP,Senator John Boozman,641,0,257,10,0,0,374
Washington,746 Spg 13,U.S. Senate,,REP,Senator John Boozman,186,0,75,4,0,0,107
Washington,747 Spg 14,U.S. Senate,,REP,Senator John Boozman,511,0,283,9,0,0,219
Washington,748 Spg 15,U.S. Senate,,REP,Senator John Boozman,265,0,123,2,0,0,140
Washington,749 Spg 16,U.S. Senate,,REP,Senator John Boozman,153,0,76,4,0,0,73
Washington,752 Spg 17,U.S. Senate,,REP,Senator John Boozman,435,0,214,6,0,0,215
Washington,753 Spg 18,U.S. Senate,,REP,Senator John Boozman,353,0,229,6,0,0,118
Washington,754 Spg 19,U.S. Senate,,REP,Senator John Boozman,163,0,67,2,0,0,94
Washington,755 Spg 20,U.S. Senate,,REP,Senator John Boozman,23,0,7,0,0,0,16
Washington,756 Spg 21,U.S. Senate,,REP,Senator John Boozman,85,0,38,0,0,0,47
Washington,757 Spg 22,U.S. Senate,,REP,Senator John Boozman,62,0,27,1,0,0,34
Washington,758 Spg 23,U.S. Senate,,REP,Senator John Boozman,3,0,0,1,0,0,2
Washington,759 Spg 24,U.S. Senate,,REP,Senator John Boozman,31,0,10,0,0,0,21
Washington,760 Spg 25,U.S. Senate,,REP,Senator John Boozman,183,0,94,0,0,0,89
Washington,761 Spg 26,U.S. Senate,,REP,Senator John Boozman,310,0,144,1,0,0,165
Washington,762 Spg 27,U.S. Senate,,REP,Senator John Boozman,174,0,95,4,0,0,75
Washington,763 Spg 28,U.S. Senate,,REP,Senator John Boozman,137,0,89,1,0,0,47
Washington,764 Spg 29,U.S. Senate,,REP,Senator John Boozman,139,0,64,1,0,0,74
Washington,765 Spg 30,U.S. Senate,,REP,Senator John Boozman,22,0,12,0,0,0,10
Washington,766 Spg 31,U.S. Senate,,REP,Senator John Boozman,121,0,70,1,0,0,50
Washington,767 Spg 32,U.S. Senate,,REP,Senator John Boozman,8,0,4,0,0,0,4
Washington,768 Spg 33,U.S. Senate,,REP,Senator John Boozman,29,0,11,1,0,0,17
Washington,769 Spg 34,U.S. Senate,,REP,Senator John Boozman,34,0,16,0,0,0,18
Washington,770 Spg 35,U.S. Senate,,REP,Senator John Boozman,227,0,110,6,0,0,111
Washington,771 Spg 36,U.S. Senate,,REP,Senator John Boozman,73,0,37,2,0,0,34
Washington,772 Spg 37,U.S. Senate,,REP,Senator John Boozman,37,0,14,0,0,0,23
Washington,773 Spg 38,U.S. Senate,,REP,Senator John Boozman,4,0,2,0,0,0,2
Washington,774 Spg 39,U.S. Senate,,REP,Senator John Boozman,142,0,74,0,0,0,68
Washington,775 Spg 40,U.S. Senate,,REP,Senator John Boozman,96,0,35,0,0,0,61
Washington,776 Spg 41,U.S. Senate,,REP,Senator John Boozman,35,0,16,2,0,0,17
Washington,778 Spg 43,U.S. Senate,,REP,Senator John Boozman,0,0,0,0,0,0,0
Washington,779 Spg Twp-1,U.S. Senate,,REP,Senator John Boozman,235,0,87,0,0,0,148
Washington,780 Starr Hill,U.S. Senate,,REP,Senator John Boozman,370,0,119,3,0,0,248
Washington,781 Spg Twp-2,U.S. Senate,,REP,Senator John Boozman,430,0,119,2,0,0,309
Washington,782 Spg Twp-3,U.S. Senate,,REP,Senator John Boozman,6,0,1,0,0,0,5
Washington,783 Spg Twp-4,U.S. Senate,,REP,Senator John Boozman,0,0,0,0,0,0,0
Washington,800 Tontitown City-1,U.S. Senate,,REP,Senator John Boozman,535,0,293,4,0,0,238
Washington,801 Tontitown City-2,U.S. Senate,,REP,Senator John Boozman,366,0,202,4,0,0,160
Washington,802 Tontitown City-3,U.S. Senate,,REP,Senator John Boozman,39,0,20,0,0,0,19
Washington,803 Tontitown City-4,U.S. Senate,,REP,Senator John Boozman,0,0,0,0,0,0,0
Washington,804 Tontitown City-5,U.S. Senate,,REP,Senator John Boozman,0,0,0,0,0,0,0
Washington,805 Tontitown City-6,U.S. Senate,,REP,Senator John Boozman,670,0,385,4,0,0,281
Washington,807 Tontitown Twp,U.S. Senate,,REP,Senator John Boozman,9,0,8,0,0,0,1
Washington,810 Valley-1,U.S. Senate,,REP,Senator John Boozman,228,0,122,2,0,0,104
Washington,811 Valley-2,U.S. Senate,,REP,Senator John Boozman,10,0,4,1,0,0,5
Washington,812 Valley-3,U.S. Senate,,REP,Senator John Boozman,130,0,69,1,0,0,60
Washington,820 Vineyard,U.S. Senate,,REP,Senator John Boozman,81,0,5,2,0,0,74
Washington,830 War Eagle,U.S. Senate,,REP,Senator John Boozman,62,0,19,1,0,0,42
Washington,840 Wedington,U.S. Senate,,REP,Senator John Boozman,113,0,12,0,0,0,101
Washington,860 West Fork City-1,U.S. Senate,,REP,Senator John Boozman,443,0,242,1,0,0,200
Washington,861 West Fork City-2,U.S. Senate,,REP,Senator John Boozman,109,0,71,0,0,0,38
Washington,862 West Fork City-3,U.S. Senate,,REP,Senator John Boozman,4,0,0,0,0,0,4
Washington,880 West Fork Twp-1,U.S. Senate,,REP,Senator John Boozman,219,0,134,1,0,0,84
Washington,881 West Fork Twp-2,U.S. Senate,,REP,Senator John Boozman,106,0,54,0,0,0,52
Washington,882 West Fork Twp-3,U.S. Senate,,REP,Senator John Boozman,27,0,14,1,0,0,12
Washington,900 Wheeler-1,U.S. Senate,,REP,Senator John Boozman,225,0,86,5,0,0,134
Washington,901 Wheeler-4,U.S. Senate,,REP,Senator John Boozman,0,0,0,0,0,0,0
Washington,902 Wheeler-5,U.S. Senate,,REP,Senator John Boozman,50,0,16,3,0,0,31
Washington,903 Wheeler-2,U.S. Senate,,REP,Senator John Boozman,97,0,36,2,0,0,59
Washington,904 Wheeler-3,U.S. Senate,,REP,Senator John Boozman,23,0,10,0,0,0,13
Washington,920 White River-1,U.S. Senate,,REP,Senator John Boozman,108,0,59,3,0,0,46
Washington,930 White River-2,U.S. Senate,,REP,Senator John Boozman,55,0,30,0,0,0,25
Washington,931 White River-3,U.S. Senate,,REP,Senator John Boozman,57,0,27,0,0,0,30
Washington,932 White River-4,U.S. Senate,,REP,Senator John Boozman,1,0,1,0,0,0,0
Washington,933 White River-5,U.S. Senate,,REP,Senator John Boozman,44,0,21,0,0,0,23
Washington,940 Winslow Twp,U.S. Senate,,REP,Senator John Boozman,237,0,54,4,0,0,179
Washington,950 Winslow City,U.S. Senate,,REP,Senator John Boozman,78,0,10,5,0,0,63
Washington,960 Wyman,U.S. Senate,,REP,Senator John Boozman,197,0,96,1,0,0,100
Washington,020 Boston,U.S. Senate,,LIB,Kenneth Cates,3,0,0,0,0,0,3
Washington,040 Brush Creek,U.S. Senate,,LIB,Kenneth Cates,34,0,6,0,0,0,28
Washington,060 Cane Hill-1,U.S. Senate,,LIB,Kenneth Cates,12,0,6,0,0,0,6
Washington,061 Cane Hill-2,U.S. Senate,,LIB,Kenneth Cates,8,0,3,0,0,0,5
Washington,062 Cane Hill-3,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0,0,0
Washington,080 Center-1,U.S. Senate,,LIB,Kenneth Cates,17,0,11,0,0,0,6
Washington,082 Center-2,U.S. Senate,,LIB,Kenneth Cates,1,0,1,0,0,0,0
Washington,083 Center-3,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0,0,0
Washington,084 Center-4,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0,0,0
Washington,085 Center-5,U.S. Senate,,LIB,Kenneth Cates,2,0,0,0,0,0,2
Washington,100 Cove Creek-1,U.S. Senate,,LIB,Kenneth Cates,13,0,5,0,0,0,8
Washington,101 Cove Creek-2,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0,0,0
Washington,110 Cove Creek-3,U.S. Senate,,LIB,Kenneth Cates,1,0,1,0,0,0,0
Washington,120 Crawford,U.S. Senate,,LIB,Kenneth Cates,15,0,7,0,0,0,8
Washington,140 Durham,U.S. Senate,,LIB,Kenneth Cates,9,0,5,0,0,0,4
Washington,160 Dutch Mills,U.S. Senate,,LIB,Kenneth Cates,6,0,3,0,0,0,3
Washington,180 Elkins-1,U.S. Senate,,LIB,Kenneth Cates,44,0,17,0,0,0,27
Washington,181 Elkins-2,U.S. Senate,,LIB,Kenneth Cates,1,0,0,0,0,0,1
Washington,200 Elm Springs Twp,U.S. Senate,,LIB,Kenneth Cates,5,0,2,0,0,0,3
Washington,210 Elm Springs City-1,U.S. Senate,,LIB,Kenneth Cates,11,0,1,0,0,0,10
Washington,211 Elm Springs City-2,U.S. Senate,,LIB,Kenneth Cates,9,0,3,0,0,0,6
Washington,220 Farmington-1,U.S. Senate,,LIB,Kenneth Cates,30,0,15,0,0,0,15
Washington,221 Farmington-5,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0,0,0
Washington,222 Farmington-2,U.S. Senate,,LIB,Kenneth Cates,35,0,17,1,0,0,17
Washington,223 Farmington-3,U.S. Senate,,LIB,Kenneth Cates,9,0,2,0,0,0,7
Washington,224 Farmington-4,U.S. Senate,,LIB,Kenneth Cates,17,0,4,0,0,0,13
Washington,225 Farmington-6,U.S. Senate,,LIB,Kenneth Cates,4,0,1,0,0,0,3
Washington,240 Fay 01,U.S. Senate,,LIB,Kenneth Cates,12,0,3,0,0,0,9
Washington,241 Fay 49,U.S. Senate,,LIB,Kenneth Cates,9,0,4,0,0,0,5
Washington,242 Fay 50,U.S. Senate,,LIB,Kenneth Cates,5,0,1,0,0,0,4
Washington,243 Fay 51,U.S. Senate,,LIB,Kenneth Cates,1,0,1,0,0,0,0
Washington,244 Fay 52,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0,0,0
Washington,245 Fay 53,U.S. Senate,,LIB,Kenneth Cates,2,0,0,0,0,0,2
Washington,246 Fay 54,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0,0,0
Washington,247 Fay 55,U.S. Senate,,LIB,Kenneth Cates,3,0,2,0,0,0,1
Washington,248 Fay 56,U.S. Senate,,LIB,Kenneth Cates,14,0,7,0,0,0,7
Washington,249 Fay 57,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0,0,0
Washington,250 Fay 02,U.S. Senate,,LIB,Kenneth Cates,8,0,2,1,0,0,5
Washington,251 Fay 58,U.S. Senate,,LIB,Kenneth Cates,8,0,3,0,0,0,5
Washington,252 Fay 59,U.S. Senate,,LIB,Kenneth Cates,5,0,3,0,0,0,2
Washington,253 Fay 60,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0,0,0
Washington,254 Fay 61,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0,0,0
Washington,255 Fay 62,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0,0,0
Washington,256 Fay 63,U.S. Senate,,LIB,Kenneth Cates,1,0,0,0,0,0,1
Washington,257 Fay 64,U.S. Senate,,LIB,Kenneth Cates,1,0,1,0,0,0,0
Washington,258 Fay 65,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0,0,0
Washington,259 Fay 66,U.S. Senate,,LIB,Kenneth Cates,1,0,0,0,0,0,1
Washington,260 Fay 03,U.S. Senate,,LIB,Kenneth Cates,32,0,8,0,0,0,24
Washington,270 Fay 04,U.S. Senate,,LIB,Kenneth Cates,14,0,4,0,0,0,10
Washington,280 Fay 05,U.S. Senate,,LIB,Kenneth Cates,19,0,10,0,0,0,9
Washington,290 Fay 06,U.S. Senate,,LIB,Kenneth Cates,31,0,6,0,0,0,25
Washington,300 Fay 07,U.S. Senate,,LIB,Kenneth Cates,11,0,6,0,0,0,5
Washington,310 Fay 08,U.S. Senate,,LIB,Kenneth Cates,26,0,11,0,0,0,15
Washington,320 Fay 09a,U.S. Senate,,LIB,Kenneth Cates,18,0,5,0,0,0,13
Washington,321 Fay 09b,U.S. Senate,,LIB,Kenneth Cates,28,0,6,0,0,0,22
Washington,330 Fay 10,U.S. Senate,,LIB,Kenneth Cates,13,0,6,0,0,0,7
Washington,331 Fay 11,U.S. Senate,,LIB,Kenneth Cates,29,0,6,1,0,0,22
Washington,332 Fay 12,U.S. Senate,,LIB,Kenneth Cates,30,0,15,0,0,0,15
Washington,333 Fay 13,U.S. Senate,,LIB,Kenneth Cates,20,0,7,0,0,0,13
Washington,334 Fay 14,U.S. Senate,,LIB,Kenneth Cates,4,0,1,0,0,0,3
Washington,335 Fay 15,U.S. Senate,,LIB,Kenneth Cates,7,0,3,0,0,0,4
Washington,336 Fay 16,U.S. Senate,,LIB,Kenneth Cates,2,0,2,0,0,0,0
Washington,337 Fay 17,U.S. Senate,,LIB,Kenneth Cates,12,0,5,0,0,0,7
Washington,338 Fay 18,U.S. Senate,,LIB,Kenneth Cates,7,0,3,0,0,0,4
Washington,339 Fay 19,U.S. Senate,,LIB,Kenneth Cates,19,0,12,0,0,0,7
Washington,340 Fay 20,U.S. Senate,,LIB,Kenneth Cates,30,0,8,0,0,0,22
Washington,341 Fay 21,U.S. Senate,,LIB,Kenneth Cates,15,0,6,2,0,0,7
Washington,342 Fay 22,U.S. Senate,,LIB,Kenneth Cates,39,0,13,1,0,0,25
Washington,343 Fay 23,U.S. Senate,,LIB,Kenneth Cates,23,0,6,0,0,0,17
Washington,344 Fay 24,U.S. Senate,,LIB,Kenneth Cates,7,0,3,0,0,0,4
Washington,345 Fay 25,U.S. Senate,,LIB,Kenneth Cates,11,0,5,0,0,0,6
Washington,346 Fay 26,U.S. Senate,,LIB,Kenneth Cates,27,0,9,0,0,0,18
Washington,347 Fay 27,U.S. Senate,,LIB,Kenneth Cates,25,0,11,1,0,0,13
Washington,348 Fay 28,U.S. Senate,,LIB,Kenneth Cates,17,0,6,0,0,0,11
Washington,349 Fay 29,U.S. Senate,,LIB,Kenneth Cates,8,0,2,0,0,0,6
Washington,350 Fay 30,U.S. Senate,,LIB,Kenneth Cates,24,0,11,1,0,0,12
Washington,351 Fay 31,U.S. Senate,,LIB,Kenneth Cates,19,0,9,0,0,0,10
Washington,352 Fay 32,U.S. Senate,,LIB,Kenneth Cates,17,0,8,0,0,0,9
Washington,353 Fay 33,U.S. Senate,,LIB,Kenneth Cates,2,0,0,0,0,0,2
Washington,354 Fay 34,U.S. Senate,,LIB,Kenneth Cates,19,0,3,0,0,0,16
Washington,355 Fay 35,U.S. Senate,,LIB,Kenneth Cates,9,0,5,1,0,0,3
Washington,356 Fay 36,U.S. Senate,,LIB,Kenneth Cates,8,0,5,0,0,0,3
Washington,357 Fay 37,U.S. Senate,,LIB,Kenneth Cates,5,0,0,0,0,0,5
Washington,358 Fay 38,U.S. Senate,,LIB,Kenneth Cates,3,0,3,0,0,0,0
Washington,359 Fay 39,U.S. Senate,,LIB,Kenneth Cates,4,0,2,0,0,0,2
Washington,360 Fay 40,U.S. Senate,,LIB,Kenneth Cates,36,0,15,0,0,0,21
Washington,361 Fay 41,U.S. Senate,,LIB,Kenneth Cates,3,0,1,0,0,0,2
Washington,362 Fay 42,U.S. Senate,,LIB,Kenneth Cates,8,0,1,0,0,0,7
Washington,363 Fay 43,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0,0,0
Washington,364 Fay 44,U.S. Senate,,LIB,Kenneth Cates,1,0,0,0,0,0,1
Washington,365 Fay 45,U.S. Senate,,LIB,Kenneth Cates,1,0,0,0,0,0,1
Washington,366 Fay 46,U.S. Senate,,LIB,Kenneth Cates,7,0,4,0,0,0,3
Washington,367 Fay 47,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0,0,0
Washington,368 Fay 48,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0,0,0
Washington,369 Greenland City-1,U.S. Senate,,LIB,Kenneth Cates,14,0,3,0,0,0,11
Washington,370 Greenland Twp-1,U.S. Senate,,LIB,Kenneth Cates,12,0,3,0,0,0,9
Washington,371 Greenland City-2,U.S. Senate,,LIB,Kenneth Cates,4,0,1,0,0,0,3
Washington,372 Greenland Twp-2,U.S. Senate,,LIB,Kenneth Cates,4,0,2,0,0,0,2
Washington,373 Goshen City-1,U.S. Senate,,LIB,Kenneth Cates,34,0,11,1,0,0,22
Washington,374 Goshen City-2,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0,0,0
Washington,375 Goshen Twp-1,U.S. Senate,,LIB,Kenneth Cates,5,0,0,0,0,0,5
Washington,376 Goshen Twp-2,U.S. Senate,,LIB,Kenneth Cates,10,0,4,0,0,0,6
Washington,377 Greenland Twp-3,U.S. Senate,,LIB,Kenneth Cates,1,0,1,0,0,0,0
Washington,380 Harmon-1,U.S. Senate,,LIB,Kenneth Cates,18,0,9,1,0,0,8
Washington,381 Harmon-5,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0,0,0
Washington,382 Harmon-2,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0,0,0
Washington,383 Harmon-3,U.S. Senate,,LIB,Kenneth Cates,1,0,0,0,0,0,1
Washington,384 Harmon-4,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0,0,0
Washington,385 Harmon-6,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0,0,0
Washington,400 Illinois,U.S. Senate,,LIB,Kenneth Cates,11,0,0,0,0,0,11
Washington,419 Johnson Twp-4,U.S. Senate,,LIB,Kenneth Cates,1,0,1,0,0,0,0
Washington,420 Johnson Twp-1,U.S. Senate,,LIB,Kenneth Cates,1,0,1,0,0,0,0
Washington,421 Johnson City-1,U.S. Senate,,LIB,Kenneth Cates,18,0,5,0,0,0,13
Washington,422 Johnson City-4,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0,0,0
Washington,423 Johnson Twp-2,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0,0,0
Washington,424 Johnson Twp-3,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0,0,0
Washington,425 Johnson City-2,U.S. Senate,,LIB,Kenneth Cates,4,0,3,0,0,0,1
Washington,426 Johnson City-3,U.S. Senate,,LIB,Kenneth Cates,6,0,1,0,0,0,5
Washington,440 Lees Creek,U.S. Senate,,LIB,Kenneth Cates,12,0,5,0,0,0,7
Washington,460 Lincoln,U.S. Senate,,LIB,Kenneth Cates,24,0,7,0,0,0,17
Washington,480 Litteral-1,U.S. Senate,,LIB,Kenneth Cates,3,0,1,0,0,0,2
Washington,481 Litteral-2,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0,0,0
Washington,482 Litteral-3,U.S. Senate,,LIB,Kenneth Cates,21,0,7,0,0,0,14
Washington,483 Litteral-4,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0,0,0,0
Washington,500 Marrs Hill-1,U.S. Senate,,LIB,Kenneth Cates,9,0,2,0,0,0,7
Washington,501 Marrs Hill-2,U.S. Senate,,LIB,Kenneth Cates,3,0,1,0,0,0,2
