county,precinct,office,district,party,candidate,votes,provisional_voting,early_vote,absentee,election_day
Randolph,Running Lake,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,10,0,1,0,9
Randolph,Shiloh,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,51,0,45,2,4
Randolph,Siloam,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,16,0,11,0,5
Randolph,Spring River,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,8,0,6,0,2
Randolph,Union,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,5,0,4,0,1
Randolph,Warm Springs,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,10,0,5,0,5
Randolph,Water Valley,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,4,0,3,0,1
Randolph,Wiley,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,2,0,2,0,0
Randolph,Ward One,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,107,0,81,9,17
Randolph,Ward Two,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,84,0,59,2,23
Randolph,Ward Three,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,156,0,125,5,26
Randolph,Demun Rural,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,97,0,83,2,12
Randolph,Baker,State Senate,21,REP,State Senator Blake Johnson,12,0,1,0,11
Randolph,Bristow,State Senate,21,REP,State Senator Blake Johnson,32,0,20,0,12
Randolph,Butler,State Senate,21,REP,State Senator Blake Johnson,25,0,12,0,13
Randolph,Columbia,State Senate,21,REP,State Senator Blake Johnson,188,0,85,1,102
Randolph,Current River,State Senate,21,REP,State Senator Blake Johnson,87,1,18,0,68
Randolph,Dalton,State Senate,21,REP,State Senator Blake Johnson,87,0,25,5,57
Randolph,Elevenpoint,State Senate,21,REP,State Senator Blake Johnson,83,0,35,1,47
Randolph,Foster,State Senate,21,REP,State Senator Blake Johnson,221,0,136,3,82
Randolph,Ingram,State Senate,21,REP,State Senator Blake Johnson,51,0,22,3,26
Randolph,Jackson,State Senate,21,REP,State Senator Blake Johnson,40,0,16,0,24
Randolph,Janes Creek,State Senate,21,REP,State Senator Blake Johnson,170,2,55,1,112
Randolph,Little Black,State Senate,21,REP,State Senator Blake Johnson,151,0,75,3,73
Randolph,O'Kean,State Senate,21,REP,State Senator Blake Johnson,44,0,6,0,38
Randolph,Reyno,State Senate,21,REP,State Senator Blake Johnson,104,0,12,1,91
Randolph,Richardson,State Senate,21,REP,State Senator Blake Johnson,215,0,98,7,110
Randolph,East Roanoke,State Senate,21,REP,State Senator Blake Johnson,142,0,88,2,52
Randolph,West Roanoke,State Senate,21,REP,State Senator Blake Johnson,276,0,159,0,117
Randolph,Running Lake,State Senate,21,REP,State Senator Blake Johnson,56,0,17,1,38
Randolph,Shiloh,State Senate,21,REP,State Senator Blake Johnson,339,0,260,5,74
Randolph,Siloam,State Senate,21,REP,State Senator Blake Johnson,86,1,43,0,42
Randolph,Spring River,State Senate,21,REP,State Senator Blake Johnson,88,0,53,0,35
Randolph,Union,State Senate,21,REP,State Senator Blake Johnson,29,0,9,1,19
Randolph,Warm Springs,State Senate,21,REP,State Senator Blake Johnson,64,0,19,2,43
Randolph,Water Valley,State Senate,21,REP,State Senator Blake Johnson,71,0,25,4,42
Randolph,Wiley,State Senate,21,REP,State Senator Blake Johnson,13,0,8,0,5
Randolph,Ward One,State Senate,21,REP,State Senator Blake Johnson,380,0,279,7,94
Randolph,Ward Two,State Senate,21,REP,State Senator Blake Johnson,294,0,235,8,51
Randolph,Ward Three,State Senate,21,REP,State Senator Blake Johnson,529,0,449,10,70
Randolph,Demun Rural,State Senate,21,REP,State Senator Blake Johnson,519,0,394,9,116
Randolph,Baker,State Senate,21,DEM,"Alfred Jefferson Holland, III",3,0,2,0,1
Randolph,Bristow,State Senate,21,DEM,"Alfred Jefferson Holland, III",5,0,5,0,0
Randolph,Butler,State Senate,21,DEM,"Alfred Jefferson Holland, III",0,0,0,0,0
Randolph,Columbia,State Senate,21,DEM,"Alfred Jefferson Holland, III",26,0,11,0,15
Randolph,Current River,State Senate,21,DEM,"Alfred Jefferson Holland, III",16,0,1,0,15
Randolph,Dalton,State Senate,21,DEM,"Alfred Jefferson Holland, III",15,0,9,2,4
Randolph,Elevenpoint,State Senate,21,DEM,"Alfred Jefferson Holland, III",21,0,5,0,16
Randolph,Foster,State Senate,21,DEM,"Alfred Jefferson Holland, III",41,0,25,3,13
Randolph,Ingram,State Senate,21,DEM,"Alfred Jefferson Holland, III",10,0,5,1,4
Randolph,Jackson,State Senate,21,DEM,"Alfred Jefferson Holland, III",6,0,3,0,3
Randolph,Janes Creek,State Senate,21,DEM,"Alfred Jefferson Holland, III",26,0,9,0,17
Randolph,Little Black,State Senate,21,DEM,"Alfred Jefferson Holland, III",23,0,5,2,16
Randolph,O'Kean,State Senate,21,DEM,"Alfred Jefferson Holland, III",17,0,4,0,13
Randolph,Reyno,State Senate,21,DEM,"Alfred Jefferson Holland, III",15,0,3,0,12
Randolph,Richardson,State Senate,21,DEM,"Alfred Jefferson Holland, III",30,0,13,2,15
Randolph,East Roanoke,State Senate,21,DEM,"Alfred Jefferson Holland, III",30,0,15,1,14
Randolph,West Roanoke,State Senate,21,DEM,"Alfred Jefferson Holland, III",44,0,33,0,11
Randolph,Running Lake,State Senate,21,DEM,"Alfred Jefferson Holland, III",9,0,1,0,8
Randolph,Shiloh,State Senate,21,DEM,"Alfred Jefferson Holland, III",50,0,41,2,7
Randolph,Siloam,State Senate,21,DEM,"Alfred Jefferson Holland, III",12,0,8,0,4
Randolph,Spring River,State Senate,21,DEM,"Alfred Jefferson Holland, III",5,0,4,0,1
Randolph,Union,State Senate,21,DEM,"Alfred Jefferson Holland, III",8,0,6,0,2
Randolph,Warm Springs,State Senate,21,DEM,"Alfred Jefferson Holland, III",12,0,5,0,7
Randolph,Water Valley,State Senate,21,DEM,"Alfred Jefferson Holland, III",3,0,2,0,1
Randolph,Wiley,State Senate,21,DEM,"Alfred Jefferson Holland, III",3,0,3,0,0
Randolph,Ward One,State Senate,21,DEM,"Alfred Jefferson Holland, III",106,0,84,9,13
Randolph,Ward Two,State Senate,21,DEM,"Alfred Jefferson Holland, III",86,0,62,2,22
Randolph,Ward Three,State Senate,21,DEM,"Alfred Jefferson Holland, III",148,0,121,4,23
Randolph,Demun Rural,State Senate,21,DEM,"Alfred Jefferson Holland, III",94,0,82,1,11
Randolph,Baker,State House,01,DEM,Teresa L. Roofe,3,0,2,0,1
Randolph,Columbia,State House,01,DEM,Teresa L. Roofe,25,0,11,0,14
Randolph,Current River,State House,01,DEM,Teresa L. Roofe,20,0,3,0,17
Randolph,Dalton,State House,01,DEM,Teresa L. Roofe,17,0,9,2,6
Randolph,Elevenpoint,State House,01,DEM,Teresa L. Roofe,23,0,5,0,18
Randolph,Foster,State House,01,DEM,Teresa L. Roofe,39,0,24,3,12
Randolph,Ingram,State House,01,DEM,Teresa L. Roofe,9,0,5,0,4
Randolph,Jackson,State House,01,DEM,Teresa L. Roofe,6,0,3,0,3
Randolph,Little Black,State House,01,DEM,Teresa L. Roofe,19,0,5,2,12
Randolph,O'Kean,State House,01,DEM,Teresa L. Roofe,16,0,4,0,12
Randolph,Reyno,State House,01,DEM,Teresa L. Roofe,16,0,4,0,12
Randolph,Richardson,State House,01,DEM,Teresa L. Roofe,25,0,14,2,9
Randolph,Running Lake,State House,01,DEM,Teresa L. Roofe,10,0,1,0,9
Randolph,Siloam,State House,01,DEM,Teresa L. Roofe,12,0,9,0,3
Randolph,Warm Springs,State House,01,DEM,Teresa L. Roofe,10,0,5,0,5
Randolph,Wiley,State House,01,DEM,Teresa L. Roofe,5,0,4,0,1
Randolph,Baker,State House,01,REP,Jeremy Wooldridge Justice of the Peace,12,0,1,0,11
Randolph,Columbia,State House,01,REP,Jeremy Wooldridge Justice of the Peace,188,0,85,1,102
Randolph,Current River,State House,01,REP,Jeremy Wooldridge Justice of the Peace,86,1,17,0,68
Randolph,Dalton,State House,01,REP,Jeremy Wooldridge Justice of the Peace,86,0,25,5,56
Randolph,Elevenpoint,State House,01,REP,Jeremy Wooldridge Justice of the Peace,81,0,35,1,45
Randolph,Foster,State House,01,REP,Jeremy Wooldridge Justice of the Peace,221,0,135,3,83
Randolph,Ingram,State House,01,REP,Jeremy Wooldridge Justice of the Peace,52,0,22,4,26
Randolph,Jackson,State House,01,REP,Jeremy Wooldridge Justice of the Peace,40,0,16,0,24
Randolph,Little Black,State House,01,REP,Jeremy Wooldridge Justice of the Peace,157,0,76,3,78
Randolph,O'Kean,State House,01,REP,Jeremy Wooldridge Justice of the Peace,44,0,6,0,38
Randolph,Reyno,State House,01,REP,Jeremy Wooldridge Justice of the Peace,103,0,10,1,92
Randolph,Richardson,State House,01,REP,Jeremy Wooldridge Justice of the Peace,224,0,97,7,120
Randolph,Running Lake,State House,01,REP,Jeremy Wooldridge Justice of the Peace,55,0,17,1,37
Randolph,Siloam,State House,01,REP,Jeremy Wooldridge Justice of the Peace,85,1,42,0,42
Randolph,Warm Springs,State House,01,REP,Jeremy Wooldridge Justice of the Peace,65,0,19,2,44
Randolph,Wiley,State House,01,REP,Jeremy Wooldridge Justice of the Peace,11,0,7,0,4
Randolph,Bristow,State House,02,LIB,Teresa M. Norman,4,0,4,0,0
Randolph,Butler,State House,02,LIB,Teresa M. Norman,0,0,0,0,0
Randolph,Foster,State House,02,LIB,Teresa M. Norman,0,0,0,0,0
Randolph,Janes Creek,State House,02,LIB,Teresa M. Norman,27,0,11,0,16
Randolph,East Roanoke,State House,02,LIB,Teresa M. Norman,28,0,14,1,13
Randolph,West Roanoke,State House,02,LIB,Teresa M. Norman,30,0,23,0,7
Randolph,Shiloh,State House,02,LIB,Teresa M. Norman,50,0,45,1,4
Randolph,Spring River,State House,02,LIB,Teresa M. Norman,6,0,5,0,1
Randolph,Union,State House,02,LIB,Teresa M. Norman,8,0,4,0,4
Randolph,Water Valley,State House,02,LIB,Teresa M. Norman,3,0,2,0,1
Randolph,Ward One,State House,02,LIB,Teresa M. Norman,83,0,62,4,17
Randolph,Ward Two,State House,02,LIB,Teresa M. Norman,65,0,45,1,19
Randolph,Ward Three,State House,02,LIB,Teresa M. Norman,101,0,75,4,22
Randolph,Demun Rural,State House,02,LIB,Teresa M. Norman,72,0,54,2,16
Randolph,Bristow,State House,02,REP,Trey Steimel,33,0,21,0,12
Randolph,Butler,State House,02,REP,Trey Steimel,25,0,12,0,13
Randolph,Foster,State House,02,REP,Trey Steimel,3,0,3,0,0
Randolph,Janes Creek,State House,02,REP,Trey Steimel,167,2,53,1,111
Randolph,East Roanoke,State House,02,REP,Trey Steimel,145,0,91,2,52
Randolph,West Roanoke,State House,02,REP,Trey Steimel,292,0,169,0,123
Randolph,Shiloh,State House,02,REP,Trey Steimel,338,0,256,6,76
Randolph,Spring River,State House,02,REP,Trey Steimel,87,0,52,0,35
Randolph,Union,State House,02,REP,Trey Steimel,28,0,11,1,16
Randolph,Water Valley,State House,02,REP,Trey Steimel,69,0,24,4,41
Randolph,Ward One,State House,02,REP,Trey Steimel,400,0,298,12,90
Randolph,Ward Two,State House,02,REP,Trey Steimel,317,0,255,9,53
Randolph,Ward Three,State House,02,REP,Trey Steimel,577,0,495,10,72
Randolph,Demun Rural,State House,02,REP,Trey Steimel,538,0,419,8,111
Randolph,Baker,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,5,0,2,0,3
Randolph,Bristow,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,15,0,9,0,6
Randolph,Butler,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,14,0,8,0,6
Randolph,Columbia,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,85,0,42,0,43
Randolph,Current River,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,40,1,10,0,29
Randolph,Dalton,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,57,0,18,5,34
Randolph,Elevenpoint,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,43,0,18,0,25
Randolph,Foster,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,108,0,72,2,34
Randolph,Ingram,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,30,0,14,0,16
Randolph,Jackson,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,24,0,7,0,17
Randolph,Janes Creek,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,83,0,31,0,52
Randolph,Little Black,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,79,0,44,1,34
Randolph,O'Kean,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,30,0,6,0,24
Randolph,Reyno,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,59,0,5,0,54
Randolph,Richardson,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,113,0,45,4,64
Randolph,East Roanoke,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,82,0,50,0,32
Randolph,West Roanoke,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,146,0,93,0,53
Randolph,Running Lake,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,26,0,7,0,19
Randolph,Shiloh,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,163,0,126,4,33
Randolph,Siloam,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,41,0,23,0,18
Randolph,Spring River,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,46,0,27,0,19
Randolph,Union,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,19,0,6,0,13
Randolph,Warm Springs,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,34,0,12,2,20
Randolph,Water Valley,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,38,0,11,4,23
Randolph,Wiley,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,6,0,2,0,4
Randolph,Ward One,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,213,0,150,9,54
Randolph,Ward Two,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,150,0,114,4,32
Randolph,Ward Three,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,306,0,267,5,34
Randolph,Demun Rural,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,257,0,211,3,43
Randolph,Baker,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,7,0,0,0,7
Randolph,Bristow,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,19,0,14,0,5
Randolph,Butler,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,10,0,4,0,6
Randolph,Columbia,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,105,0,42,1,62
Randolph,Current River,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,45,0,7,0,38
Randolph,Dalton,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,33,0,14,0,19
Randolph,Elevenpoint,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,47,0,20,0,27
Randolph,Foster,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,119,0,72,2,45
Randolph,Ingram,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,27,0,11,4,12
Randolph,Jackson,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,16,0,12,0,4
Randolph,Janes Creek,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,88,1,28,1,58
Randolph,Little Black,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,65,0,26,2,37
Randolph,O'Kean,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,23,0,3,0,20
Randolph,Reyno,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,48,0,6,0,42
Randolph,Richardson,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,103,0,51,3,49
Randolph,East Roanoke,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,75,0,45,3,27
Randolph,West Roanoke,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,130,0,80,0,50
Randolph,Running Lake,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,24,0,8,1,15
Randolph,Shiloh,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,184,0,142,1,41
Randolph,Siloam,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,40,1,19,0,20
Randolph,Spring River,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,36,0,23,0,13
Randolph,Union,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,14,0,7,1,6
Randolph,Warm Springs,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,32,0,9,0,23
Randolph,Water Valley,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,24,0,11,0,13
Randolph,Wiley,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,9,0,8,0,1
Randolph,Ward One,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,236,0,184,5,47
Randolph,Ward Two,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,200,0,159,6,35
Randolph,Ward Three,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,296,0,239,7,50
Randolph,Demun Rural,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,284,0,214,6,64
Randolph,Baker,Sheriff,,DEM,DEM Jason Bradley Cummins,2,0,1,0,1
Randolph,Bristow,Sheriff,,DEM,DEM Jason Bradley Cummins,10,0,8,0,2
Randolph,Butler,Sheriff,,DEM,DEM Jason Bradley Cummins,1,0,0,0,1
Randolph,Columbia,Sheriff,,DEM,DEM Jason Bradley Cummins,27,0,14,0,13
Randolph,Current River,Sheriff,,DEM,DEM Jason Bradley Cummins,23,0,7,0,16
Randolph,Dalton,Sheriff,,DEM,DEM Jason Bradley Cummins,14,0,7,0,7
Randolph,Elevenpoint,Sheriff,,DEM,DEM Jason Bradley Cummins,15,0,3,0,12
Randolph,Foster,Sheriff,,DEM,DEM Jason Bradley Cummins,27,0,21,2,4
Randolph,Ingram,Sheriff,,DEM,DEM Jason Bradley Cummins,12,0,6,0,6
Randolph,Jackson,Sheriff,,DEM,DEM Jason Bradley Cummins,3,0,3,0,0
Randolph,Janes Creek,Sheriff,,DEM,DEM Jason Bradley Cummins,42,2,15,1,24
Randolph,Little Black,Sheriff,,DEM,DEM Jason Bradley Cummins,25,0,10,2,13
Randolph,O'Kean,Sheriff,,DEM,DEM Jason Bradley Cummins,10,0,1,0,9
Randolph,Reyno,Sheriff,,DEM,DEM Jason Bradley Cummins,14,0,4,0,10
Randolph,Richardson,Sheriff,,DEM,DEM Jason Bradley Cummins,35,0,13,1,21
Randolph,East Roanoke,Sheriff,,DEM,DEM Jason Bradley Cummins,26,0,12,1,13
Randolph,West Roanoke,Sheriff,,DEM,DEM Jason Bradley Cummins,36,0,23,0,13
Randolph,Running Lake,Sheriff,,DEM,DEM Jason Bradley Cummins,4,0,1,0,3
Randolph,Shiloh,Sheriff,,DEM,DEM Jason Bradley Cummins,41,0,29,3,9
Randolph,Siloam,Sheriff,,DEM,DEM Jason Bradley Cummins,14,0,10,0,4
Randolph,Spring River,Sheriff,,DEM,DEM Jason Bradley Cummins,8,0,7,0,1
Randolph,Union,Sheriff,,DEM,DEM Jason Bradley Cummins,6,0,2,0,4
Randolph,Warm Springs,Sheriff,,DEM,DEM Jason Bradley Cummins,8,0,4,0,4
Randolph,Water Valley,Sheriff,,DEM,DEM Jason Bradley Cummins,5,0,1,0,4
Randolph,Wiley,Sheriff,,DEM,DEM Jason Bradley Cummins,2,0,2,0,0
Randolph,Ward One,Sheriff,,DEM,DEM Jason Bradley Cummins,72,0,51,3,18
Randolph,Ward Two,Sheriff,,DEM,DEM Jason Bradley Cummins,72,0,45,3,24
Randolph,Ward Three,Sheriff,,DEM,DEM Jason Bradley Cummins,94,0,73,1,20
Randolph,Demun Rural,Sheriff,,DEM,DEM Jason Bradley Cummins,65,0,52,1,12
Randolph,Baker,Sheriff,,REP,REP Kevin B Bell,13,0,2,0,11
Randolph,Bristow,Sheriff,,REP,REP Kevin B Bell,29,0,19,0,10
Randolph,Butler,Sheriff,,REP,REP Kevin B Bell,24,0,12,0,12
Randolph,Columbia,Sheriff,,REP,REP Kevin B Bell,189,0,81,1,107
Randolph,Current River,Sheriff,,REP,REP Kevin B Bell,82,1,13,0,68
Randolph,Dalton,Sheriff,,REP,REP Kevin B Bell,92,0,27,7,58
Randolph,Elevenpoint,Sheriff,,REP,REP Kevin B Bell,89,0,38,1,50
Randolph,Foster,Sheriff,,REP,REP Kevin B Bell,236,0,141,4,91
Randolph,Ingram,Sheriff,,REP,REP Kevin B Bell,50,0,22,4,24
Randolph,Jackson,Sheriff,,REP,REP Kevin B Bell,43,0,16,0,27
Randolph,Janes Creek,Sheriff,,REP,REP Kevin B Bell,156,0,51,0,105
Randolph,Little Black,Sheriff,,REP,REP Kevin B Bell,153,0,72,3,78
Randolph,O'Kean,Sheriff,,REP,REP Kevin B Bell,52,0,9,0,43
Randolph,Reyno,Sheriff,,REP,REP Kevin B Bell,108,0,11,1,96
Randolph,Richardson,Sheriff,,REP,REP Kevin B Bell,215,0,100,10,105
Randolph,East Roanoke,Sheriff,,REP,REP Kevin B Bell,153,0,96,2,55
Randolph,West Roanoke,Sheriff,,REP,REP Kevin B Bell,290,0,170,0,120
Randolph,Running Lake,Sheriff,,REP,REP Kevin B Bell,62,0,16,1,45
Randolph,Shiloh,Sheriff,,REP,REP Kevin B Bell,351,0,274,5,72
Randolph,Siloam,Sheriff,,REP,REP Kevin B Bell,84,1,41,0,42
Randolph,Spring River,Sheriff,,REP,REP Kevin B Bell,87,0,52,0,35
Randolph,Union,Sheriff,,REP,REP Kevin B Bell,30,0,12,1,17
Randolph,Warm Springs,Sheriff,,REP,REP Kevin B Bell,68,0,20,2,46
Randolph,Water Valley,Sheriff,,REP,REP Kevin B Bell,70,0,26,4,40
Randolph,Wiley,Sheriff,,REP,REP Kevin B Bell,14,0,9,0,5
Randolph,Ward One,Sheriff,,REP,REP Kevin B Bell,422,0,317,12,93
Randolph,Ward Two,Sheriff,,REP,REP Kevin B Bell,310,0,254,7,49
Randolph,Ward Three,Sheriff,,REP,REP Kevin B Bell,584,0,500,12,72
Randolph,Demun Rural,Sheriff,,REP,REP Kevin B Bell,550,0,426,9,115
Randolph,Baker,Circuit Clerk,,DEM,DEM Debbie Wise,13,0,3,0,10
Randolph,Bristow,Circuit Clerk,,DEM,DEM Debbie Wise,30,0,21,0,9
Randolph,Butler,Circuit Clerk,,DEM,DEM Debbie Wise,21,0,12,0,9
Randolph,Columbia,Circuit Clerk,,DEM,DEM Debbie Wise,175,0,79,1,95
Randolph,Current River,Circuit Clerk,,DEM,DEM Debbie Wise,87,1,17,0,69
Randolph,Dalton,Circuit Clerk,,DEM,DEM Debbie Wise,90,0,30,5,55
Randolph,Elevenpoint,Circuit Clerk,,DEM,DEM Debbie Wise,84,0,35,1,48
Randolph,Foster,Circuit Clerk,,DEM,DEM Debbie Wise,207,0,132,6,69
Randolph,Ingram,Circuit Clerk,,DEM,DEM Debbie Wise,54,0,26,4,24
Randolph,Jackson,Circuit Clerk,,DEM,DEM Debbie Wise,33,0,17,0,16
Randolph,Janes Creek,Circuit Clerk,,DEM,DEM Debbie Wise,154,2,49,1,102
Randolph,Little Black,Circuit Clerk,,DEM,DEM Debbie Wise,109,0,48,3,58
Randolph,O'Kean,Circuit Clerk,,DEM,DEM Debbie Wise,55,0,9,0,46
Randolph,Reyno,Circuit Clerk,,DEM,DEM Debbie Wise,99,0,12,0,87
Randolph,Richardson,Circuit Clerk,,DEM,DEM Debbie Wise,197,0,93,10,94
Randolph,East Roanoke,Circuit Clerk,,DEM,DEM Debbie Wise,134,0,86,2,46
Randolph,West Roanoke,Circuit Clerk,,DEM,DEM Debbie Wise,265,0,169,0,96
Randolph,Running Lake,Circuit Clerk,,DEM,DEM Debbie Wise,56,0,17,1,38
Randolph,Shiloh,Circuit Clerk,,DEM,DEM Debbie Wise,344,0,269,7,68
Randolph,Siloam,Circuit Clerk,,DEM,DEM Debbie Wise,67,0,33,0,34
Randolph,Spring River,Circuit Clerk,,DEM,DEM Debbie Wise,72,0,45,0,27
Randolph,Union,Circuit Clerk,,DEM,DEM Debbie Wise,28,0,13,0,15
Randolph,Warm Springs,Circuit Clerk,,DEM,DEM Debbie Wise,54,0,19,1,34
Randolph,Water Valley,Circuit Clerk,,DEM,DEM Debbie Wise,49,0,23,4,22
Randolph,Wiley,Circuit Clerk,,DEM,DEM Debbie Wise,13,0,10,0,3
Randolph,Ward One,Circuit Clerk,,DEM,DEM Debbie Wise,436,0,331,16,89
Randolph,Ward Two,Circuit Clerk,,DEM,DEM Debbie Wise,337,0,266,9,62
Randolph,Ward Three,Circuit Clerk,,DEM,DEM Debbie Wise,581,0,485,13,83
Randolph,Demun Rural,Circuit Clerk,,DEM,DEM Debbie Wise,525,0,411,10,104
Randolph,Baker,Assessor,,DEM,DEM Stacy Meridith Ingram,7,0,2,0,5
Randolph,Bristow,Assessor,,DEM,DEM Stacy Meridith Ingram,13,0,10,0,3
Randolph,Butler,Assessor,,DEM,DEM Stacy Meridith Ingram,4,0,2,0,2
Randolph,Columbia,Assessor,,DEM,DEM Stacy Meridith Ingram,90,0,43,1,46
Randolph,Current River,Assessor,,DEM,DEM Stacy Meridith Ingram,42,0,10,0,32
Randolph,Dalton,Assessor,,DEM,DEM Stacy Meridith Ingram,39,0,13,3,23
Randolph,Elevenpoint,Assessor,,DEM,DEM Stacy Meridith Ingram,39,0,13,1,25
Randolph,Foster,Assessor,,DEM,DEM Stacy Meridith Ingram,107,0,64,5,38
Randolph,Ingram,Assessor,,DEM,DEM Stacy Meridith Ingram,27,0,13,4,10
Randolph,Jackson,Assessor,,DEM,DEM Stacy Meridith Ingram,9,0,8,0,1
Randolph,Janes Creek,Assessor,,DEM,DEM Stacy Meridith Ingram,60,0,21,0,39
Randolph,Little Black,Assessor,,DEM,DEM Stacy Meridith Ingram,57,0,26,3,28
Randolph,O'Kean,Assessor,,DEM,DEM Stacy Meridith Ingram,35,0,7,0,28
Randolph,Reyno,Assessor,,DEM,DEM Stacy Meridith Ingram,40,0,8,0,32
Randolph,Richardson,Assessor,,DEM,DEM Stacy Meridith Ingram,118,0,57,6,55
Randolph,East Roanoke,Assessor,,DEM,DEM Stacy Meridith Ingram,59,0,37,2,20
Randolph,West Roanoke,Assessor,,DEM,DEM Stacy Meridith Ingram,99,0,77,0,22
Randolph,Running Lake,Assessor,,DEM,DEM Stacy Meridith Ingram,31,0,6,1,24
Randolph,Shiloh,Assessor,,DEM,DEM Stacy Meridith Ingram,148,0,119,6,23
Randolph,Siloam,Assessor,,DEM,DEM Stacy Meridith Ingram,34,0,18,0,16
Randolph,Spring River,Assessor,,DEM,DEM Stacy Meridith Ingram,17,0,11,0,6
Randolph,Union,Assessor,,DEM,DEM Stacy Meridith Ingram,14,0,10,0,4
