county,precinct,office,district,party,candidate,votes,election_day_paper_ballot,absentee,election_day_ivo_machine,provisional,early_vote
Pulaski,99,U.S. President,,REP,Ron Paul,11,11,0,0,0,0
Pulaski,100,U.S. President,,REP,Ron Paul,2,1,0,0,0,1
Pulaski,101,U.S. President,,REP,Ron Paul,8,8,0,0,0,0
Pulaski,102,U.S. President,,REP,Ron Paul,6,5,0,0,0,1
Pulaski,103,U.S. President,,REP,Ron Paul,4,4,0,0,0,0
Pulaski,104,U.S. President,,REP,Ron Paul,7,5,0,0,0,2
Pulaski,105,U.S. President,,REP,Ron Paul,4,3,0,0,0,1
Pulaski,106,U.S. President,,REP,Ron Paul,8,6,0,0,0,2
Pulaski,107,U.S. President,,REP,Ron Paul,16,15,0,0,0,1
Pulaski,108,U.S. President,,REP,Ron Paul,15,13,0,0,0,2
Pulaski,109,U.S. President,,REP,Ron Paul,22,19,0,0,0,3
Pulaski,110,U.S. President,,REP,Ron Paul,3,2,0,0,0,1
Pulaski,111,U.S. President,,REP,Ron Paul,31,28,0,0,0,3
Pulaski,112,U.S. President,,REP,Ron Paul,10,7,1,0,0,2
Pulaski,113,U.S. President,,REP,Ron Paul,10,10,0,0,0,0
Pulaski,114,U.S. President,,REP,Ron Paul,12,8,0,1,1,2
Pulaski,115,U.S. President,,REP,Ron Paul,5,3,1,0,0,1
Pulaski,116,U.S. President,,REP,Ron Paul,0,0,0,0,0,0
Pulaski,117,U.S. President,,REP,Ron Paul,2,1,0,0,0,1
Pulaski,118,U.S. President,,REP,Ron Paul,13,12,1,0,0,0
Pulaski,119,U.S. President,,REP,Ron Paul,0,0,0,0,0,0
Pulaski,120,U.S. President,,REP,Ron Paul,3,3,0,0,0,0
Pulaski,121,U.S. President,,REP,Ron Paul,4,4,0,0,0,0
Pulaski,122,U.S. President,,REP,Ron Paul,0,0,0,0,0,0
Pulaski,123,U.S. President,,REP,Ron Paul,8,7,0,0,0,1
Pulaski,124,U.S. President,,REP,Ron Paul,4,3,0,0,0,1
Pulaski,125,U.S. President,,REP,Ron Paul,5,3,0,0,0,2
Pulaski,126,U.S. President,,REP,Ron Paul,12,10,0,0,0,2
Pulaski,127,U.S. President,,REP,Ron Paul,18,16,0,0,0,2
Pulaski,128,U.S. President,,REP,Ron Paul,0,0,0,0,0,0
Pulaski,129,U.S. President,,REP,Ron Paul,5,4,0,0,0,1
Pulaski,130,U.S. President,,REP,Ron Paul,1,0,0,0,0,1
Pulaski,131,U.S. President,,REP,Ron Paul,4,3,0,0,0,1
Pulaski,132,U.S. President,,REP,Ron Paul,2,2,0,0,0,0
Pulaski,133,U.S. President,,REP,Ron Paul,2,2,0,0,0,0
Pulaski,134,U.S. President,,REP,Ron Paul,0,0,0,0,0,0
Pulaski,135,U.S. President,,REP,Ron Paul,0,0,0,0,0,0
Pulaski,1,U.S. President,,REP,Newt Gingrich,6,2,0,0,0,4
Pulaski,2,U.S. President,,REP,Newt Gingrich,5,4,0,0,0,1
Pulaski,3,U.S. President,,REP,Newt Gingrich,1,1,0,0,0,0
Pulaski,4,U.S. President,,REP,Newt Gingrich,32,16,0,0,0,16
Pulaski,5,U.S. President,,REP,Newt Gingrich,11,5,0,0,0,6
Pulaski,6,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Pulaski,7,U.S. President,,REP,Newt Gingrich,4,3,0,0,0,1
Pulaski,8,U.S. President,,REP,Newt Gingrich,1,1,0,0,0,0
Pulaski,9,U.S. President,,REP,Newt Gingrich,2,2,0,0,0,0
Pulaski,10,U.S. President,,REP,Newt Gingrich,1,1,0,0,0,0
Pulaski,11,U.S. President,,REP,Newt Gingrich,1,1,0,0,0,0
Pulaski,12,U.S. President,,REP,Newt Gingrich,1,1,0,0,0,0
Pulaski,13,U.S. President,,REP,Newt Gingrich,5,5,0,0,0,0
Pulaski,14,U.S. President,,REP,Newt Gingrich,9,6,1,0,0,2
Pulaski,15,U.S. President,,REP,Newt Gingrich,4,3,1,0,0,0
Pulaski,16,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Pulaski,17,U.S. President,,REP,Newt Gingrich,3,2,0,0,0,1
Pulaski,18,U.S. President,,REP,Newt Gingrich,3,2,1,0,0,0
Pulaski,19,U.S. President,,REP,Newt Gingrich,1,1,0,0,0,0
Pulaski,20,U.S. President,,REP,Newt Gingrich,6,6,0,0,0,0
Pulaski,21,U.S. President,,REP,Newt Gingrich,7,7,0,0,0,0
Pulaski,22,U.S. President,,REP,Newt Gingrich,8,5,0,0,0,3
Pulaski,23,U.S. President,,REP,Newt Gingrich,11,10,0,0,0,1
Pulaski,24,U.S. President,,REP,Newt Gingrich,6,4,0,0,0,2
Pulaski,25,U.S. President,,REP,Newt Gingrich,1,1,0,0,0,0
Pulaski,26,U.S. President,,REP,Newt Gingrich,5,5,0,0,0,0
Pulaski,27,U.S. President,,REP,Newt Gingrich,16,9,0,0,0,7
Pulaski,28,U.S. President,,REP,Newt Gingrich,2,1,0,0,0,1
Pulaski,29,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Pulaski,30,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Pulaski,31,U.S. President,,REP,Newt Gingrich,7,6,0,0,0,1
Pulaski,32,U.S. President,,REP,Newt Gingrich,6,5,0,0,0,1
Pulaski,33,U.S. President,,REP,Newt Gingrich,7,3,0,0,0,4
Pulaski,34,U.S. President,,REP,Newt Gingrich,5,2,0,0,0,3
Pulaski,35,U.S. President,,REP,Newt Gingrich,14,11,0,0,0,3
Pulaski,36,U.S. President,,REP,Newt Gingrich,5,2,0,0,0,3
Pulaski,37,U.S. President,,REP,Newt Gingrich,8,5,0,0,0,3
Pulaski,38,U.S. President,,REP,Newt Gingrich,3,3,0,0,0,0
Pulaski,39,U.S. President,,REP,Newt Gingrich,8,6,0,0,0,2
Pulaski,40,U.S. President,,REP,Newt Gingrich,10,10,0,0,0,0
Pulaski,41,U.S. President,,REP,Newt Gingrich,14,10,0,0,0,4
Pulaski,42,U.S. President,,REP,Newt Gingrich,8,7,0,0,0,1
Pulaski,43,U.S. President,,REP,Newt Gingrich,5,5,0,0,0,0
Pulaski,44,U.S. President,,REP,Newt Gingrich,12,11,0,0,0,1
Pulaski,45,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Pulaski,46,U.S. President,,REP,Newt Gingrich,2,1,0,0,0,1
Pulaski,47,U.S. President,,REP,Newt Gingrich,1,1,0,0,0,0
Pulaski,48,U.S. President,,REP,Newt Gingrich,2,1,1,0,0,0
Pulaski,49,U.S. President,,REP,Newt Gingrich,7,4,0,0,0,3
Pulaski,50,U.S. President,,REP,Newt Gingrich,10,8,0,0,0,2
Pulaski,51,U.S. President,,REP,Newt Gingrich,5,3,0,0,0,2
Pulaski,52,U.S. President,,REP,Newt Gingrich,1,1,0,0,0,0
Pulaski,53,U.S. President,,REP,Newt Gingrich,6,5,0,0,0,1
Pulaski,54,U.S. President,,REP,Newt Gingrich,1,0,0,0,0,1
Pulaski,55,U.S. President,,REP,Newt Gingrich,2,2,0,0,0,0
Pulaski,56,U.S. President,,REP,Newt Gingrich,3,3,0,0,0,0
Pulaski,57,U.S. President,,REP,Newt Gingrich,6,6,0,0,0,0
Pulaski,58,U.S. President,,REP,Newt Gingrich,5,4,0,0,0,1
Pulaski,59,U.S. President,,REP,Newt Gingrich,4,4,0,0,0,0
Pulaski,60,U.S. President,,REP,Newt Gingrich,18,14,0,0,0,4
Pulaski,61,U.S. President,,REP,Newt Gingrich,10,8,0,0,0,2
Pulaski,62,U.S. President,,REP,Newt Gingrich,3,3,0,0,0,0
Pulaski,63,U.S. President,,REP,Newt Gingrich,4,4,0,0,0,0
Pulaski,64,U.S. President,,REP,Newt Gingrich,11,11,0,0,0,0
Pulaski,65,U.S. President,,REP,Newt Gingrich,2,1,1,0,0,0
Pulaski,66,U.S. President,,REP,Newt Gingrich,3,2,0,0,0,1
Pulaski,67,U.S. President,,REP,Newt Gingrich,6,4,1,0,0,1
Pulaski,68,U.S. President,,REP,Newt Gingrich,1,1,0,0,0,0
Pulaski,69,U.S. President,,REP,Newt Gingrich,7,5,0,0,0,2
Pulaski,70,U.S. President,,REP,Newt Gingrich,11,9,0,0,0,2
Pulaski,71,U.S. President,,REP,Newt Gingrich,5,2,1,0,0,2
Pulaski,72,U.S. President,,REP,Newt Gingrich,4,3,1,0,0,0
Pulaski,73,U.S. President,,REP,Newt Gingrich,3,2,0,0,0,1
Pulaski,74,U.S. President,,REP,Newt Gingrich,4,4,0,0,0,0
Pulaski,75,U.S. President,,REP,Newt Gingrich,9,5,2,0,0,2
Pulaski,76,U.S. President,,REP,Newt Gingrich,6,4,1,0,0,1
Pulaski,77,U.S. President,,REP,Newt Gingrich,6,4,0,0,0,2
Pulaski,78,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Pulaski,79,U.S. President,,REP,Newt Gingrich,2,2,0,0,0,0
Pulaski,80,U.S. President,,REP,Newt Gingrich,4,3,0,0,0,1
Pulaski,81,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Pulaski,82,U.S. President,,REP,Newt Gingrich,5,4,0,0,0,1
Pulaski,83,U.S. President,,REP,Newt Gingrich,3,1,0,0,0,2
Pulaski,84,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Pulaski,85,U.S. President,,REP,Newt Gingrich,2,2,0,0,0,0
Pulaski,86,U.S. President,,REP,Newt Gingrich,1,0,0,0,0,1
Pulaski,87,U.S. President,,REP,Newt Gingrich,7,6,0,0,0,1
Pulaski,88,U.S. President,,REP,Newt Gingrich,7,6,0,0,0,1
Pulaski,89,U.S. President,,REP,Newt Gingrich,5,5,0,0,0,0
Pulaski,90,U.S. President,,REP,Newt Gingrich,3,3,0,0,0,0
Pulaski,91,U.S. President,,REP,Newt Gingrich,4,3,0,0,0,1
Pulaski,92,U.S. President,,REP,Newt Gingrich,1,1,0,0,0,0
Pulaski,93,U.S. President,,REP,Newt Gingrich,1,1,0,0,0,0
Pulaski,94,U.S. President,,REP,Newt Gingrich,4,2,0,0,0,2
Pulaski,95,U.S. President,,REP,Newt Gingrich,7,6,0,0,0,1
Pulaski,96,U.S. President,,REP,Newt Gingrich,5,4,1,0,0,0
Pulaski,97,U.S. President,,REP,Newt Gingrich,2,1,1,0,0,0
Pulaski,98,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Pulaski,99,U.S. President,,REP,Newt Gingrich,1,0,1,0,0,0
Pulaski,100,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Pulaski,101,U.S. President,,REP,Newt Gingrich,2,2,0,0,0,0
Pulaski,102,U.S. President,,REP,Newt Gingrich,1,1,0,0,0,0
Pulaski,103,U.S. President,,REP,Newt Gingrich,1,1,0,0,0,0
Pulaski,104,U.S. President,,REP,Newt Gingrich,1,1,0,0,0,0
Pulaski,105,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Pulaski,106,U.S. President,,REP,Newt Gingrich,4,4,0,0,0,0
Pulaski,107,U.S. President,,REP,Newt Gingrich,3,3,0,0,0,0
Pulaski,108,U.S. President,,REP,Newt Gingrich,2,2,0,0,0,0
Pulaski,109,U.S. President,,REP,Newt Gingrich,4,2,0,0,0,2
Pulaski,110,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Pulaski,111,U.S. President,,REP,Newt Gingrich,8,8,0,0,0,0
Pulaski,112,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Pulaski,113,U.S. President,,REP,Newt Gingrich,1,1,0,0,0,0
Pulaski,114,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Pulaski,115,U.S. President,,REP,Newt Gingrich,1,0,1,0,0,0
Pulaski,116,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Pulaski,117,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Pulaski,118,U.S. President,,REP,Newt Gingrich,2,0,1,0,0,1
Pulaski,119,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Pulaski,120,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Pulaski,121,U.S. President,,REP,Newt Gingrich,1,1,0,0,0,0
Pulaski,122,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Pulaski,123,U.S. President,,REP,Newt Gingrich,1,0,0,0,0,1
Pulaski,124,U.S. President,,REP,Newt Gingrich,3,3,0,0,0,0
Pulaski,125,U.S. President,,REP,Newt Gingrich,2,2,0,0,0,0
Pulaski,126,U.S. President,,REP,Newt Gingrich,1,1,0,0,0,0
Pulaski,127,U.S. President,,REP,Newt Gingrich,4,3,0,0,0,1
Pulaski,128,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Pulaski,129,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Pulaski,130,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Pulaski,131,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Pulaski,132,U.S. President,,REP,Newt Gingrich,1,0,0,0,0,1
Pulaski,133,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Pulaski,134,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Pulaski,135,U.S. President,,REP,Newt Gingrich,0,0,0,0,0,0
Pulaski,1,State Senate District 15,,REP,Representative Ed Garner,70,49,0,0,0,21
Pulaski,2,State Senate District 15,,REP,Representative Ed Garner,89,54,0,0,0,35
Pulaski,3,State Senate District 15,,REP,Representative Ed Garner,25,16,0,0,0,9
Pulaski,4,State Senate District 15,,REP,Representative Ed Garner,329,191,0,0,0,138
Pulaski,6,State Senate District 15,,REP,Representative Ed Garner,24,13,1,0,0,10
Pulaski,7,State Senate District 15,,REP,Representative Ed Garner,28,22,0,0,0,6
Pulaski,8,State Senate District 15,,REP,Representative Ed Garner,3,3,0,0,0,0
Pulaski,12,State Senate District 15,,REP,Representative Ed Garner,14,14,0,0,0,0
Pulaski,56,State Senate District 15,,REP,Representative Ed Garner,50,44,0,0,0,6
Pulaski,59,State Senate District 15,,REP,Representative Ed Garner,59,54,0,0,0,5
Pulaski,60,State Senate District 15,,REP,Representative Ed Garner,91,57,2,0,0,32
Pulaski,61,State Senate District 15,,REP,Representative Ed Garner,17,12,0,0,0,5
Pulaski,1,State Senate District 15,,REP,Representative David J. Sanders,64,38,0,0,0,26
Pulaski,2,State Senate District 15,,REP,Representative David J. Sanders,73,45,0,0,0,28
Pulaski,3,State Senate District 15,,REP,Representative David J. Sanders,34,26,1,0,0,7
Pulaski,4,State Senate District 15,,REP,Representative David J. Sanders,236,118,0,0,0,118
Pulaski,6,State Senate District 15,,REP,Representative David J. Sanders,28,19,0,0,0,9
Pulaski,7,State Senate District 15,,REP,Representative David J. Sanders,33,27,1,0,0,5
Pulaski,8,State Senate District 15,,REP,Representative David J. Sanders,7,5,1,0,0,1
Pulaski,12,State Senate District 15,,REP,Representative David J. Sanders,36,36,0,0,0,0
Pulaski,56,State Senate District 15,,REP,Representative David J. Sanders,54,39,0,0,0,15
Pulaski,59,State Senate District 15,,REP,Representative David J. Sanders,65,56,0,0,0,9
Pulaski,60,State Senate District 15,,REP,Representative David J. Sanders,244,160,5,0,0,79
Pulaski,61,State Senate District 15,,REP,Representative David J. Sanders,26,18,2,0,0,6
Pulaski,2,State Representative District 39,,REP,Mark Lowery,69,46,0,0,0,23
Pulaski,3,State Representative District 39,,REP,Mark Lowery,27,21,0,0,0,6
Pulaski,4,State Representative District 39,,REP,Mark Lowery,222,131,0,0,0,91
Pulaski,5,State Representative District 39,,REP,Mark Lowery,153,96,0,0,0,57
Pulaski,6,State Representative District 39,,REP,Mark Lowery,27,18,1,0,0,8
Pulaski,7,State Representative District 39,,REP,Mark Lowery,6,4,0,0,0,2
Pulaski,8,State Representative District 39,,REP,Mark Lowery,29,21,1,0,0,7
Pulaski,9,State Representative District 39,,REP,Mark Lowery,18,15,1,0,0,2
Pulaski,11,State Representative District 39,,REP,Mark Lowery,24,21,0,0,0,3
Pulaski,12,State Representative District 39,,REP,Mark Lowery,49,46,0,0,0,3
Pulaski,13,State Representative District 39,,REP,Mark Lowery,48,35,1,0,0,12
Pulaski,14,State Representative District 39,,REP,Mark Lowery,134,99,1,0,0,34
Pulaski,2,State Representative District 39,,REP,City Clerk/Treasurer Joshua Clausen,91,52,0,0,0,39
Pulaski,3,State Representative District 39,,REP,City Clerk/Treasurer Joshua Clausen,29,20,1,0,0,8
Pulaski,4,State Representative District 39,,REP,City Clerk/Treasurer Joshua Clausen,331,175,0,0,0,156
Pulaski,5,State Representative District 39,,REP,City Clerk/Treasurer Joshua Clausen,203,136,3,0,0,64
Pulaski,6,State Representative District 39,,REP,City Clerk/Treasurer Joshua Clausen,24,14,0,0,0,10
Pulaski,7,State Representative District 39,,REP,City Clerk/Treasurer Joshua Clausen,2,2,0,0,0,0
Pulaski,8,State Representative District 39,,REP,City Clerk/Treasurer Joshua Clausen,18,10,0,0,0,8
Pulaski,9,State Representative District 39,,REP,City Clerk/Treasurer Joshua Clausen,19,10,0,0,0,9
Pulaski,11,State Representative District 39,,REP,City Clerk/Treasurer Joshua Clausen,11,10,1,0,0,0
Pulaski,12,State Representative District 39,,REP,City Clerk/Treasurer Joshua Clausen,17,17,0,0,0,0
Pulaski,13,State Representative District 39,,REP,City Clerk/Treasurer Joshua Clausen,9,7,0,0,0,2
Pulaski,14,State Representative District 39,,REP,City Clerk/Treasurer Joshua Clausen,43,33,1,0,0,9
Pulaski,26,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 11,,REP,James Stanley,91,78,3,0,0,10
Pulaski,27,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 11,,REP,James Stanley,146,123,0,0,0,23
Pulaski,29,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 11,,REP,James Stanley,2,2,0,0,0,0
Pulaski,30,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 11,,REP,James Stanley,2,0,1,0,0,1
Pulaski,33,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 11,,REP,James Stanley,65,42,1,0,0,22
Pulaski,34,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 11,,REP,James Stanley,49,38,0,0,0,11
Pulaski,35,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 11,,REP,James Stanley,76,57,0,0,0,19
Pulaski,36,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 11,,REP,James Stanley,40,30,0,0,0,10
Pulaski,37,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 11,,REP,James Stanley,59,40,5,0,0,14
Pulaski,26,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 11,,REP,Bob Johnson,61,55,1,0,0,5
Pulaski,27,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 11,,REP,Bob Johnson,108,73,1,0,0,34
Pulaski,29,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 11,,REP,Bob Johnson,0,0,0,0,0,0
Pulaski,30,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 11,,REP,Bob Johnson,0,0,0,0,0,0
Pulaski,33,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 11,,REP,Bob Johnson,60,32,0,0,0,28
Pulaski,34,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 11,,REP,Bob Johnson,58,48,0,0,0,10
Pulaski,35,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 11,,REP,Bob Johnson,171,131,0,0,0,40
Pulaski,36,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 11,,REP,Bob Johnson,42,27,0,0,0,15
Pulaski,37,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 11,,REP,Bob Johnson,75,58,2,0,0,15
Pulaski,32,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 12,,REP,Jeff Rollins,78,63,0,0,0,15
Pulaski,39,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 12,,REP,Jeff Rollins,102,85,1,0,0,16
Pulaski,41,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 12,,REP,Jeff Rollins,130,90,4,0,0,36
Pulaski,42,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 12,,REP,Jeff Rollins,90,77,0,0,0,13
Pulaski,43,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 12,,REP,Jeff Rollins,29,23,0,0,0,6
Pulaski,44,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 12,,REP,Jeff Rollins,85,73,1,0,0,11
Pulaski,49,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 12,,REP,Jeff Rollins,132,105,1,0,0,26
Pulaski,32,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 12,,REP,Karilyn Brown,72,53,1,0,0,18
Pulaski,39,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 12,,REP,Karilyn Brown,112,89,0,0,0,23
Pulaski,41,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 12,,REP,Karilyn Brown,101,64,0,0,0,37
Pulaski,42,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 12,,REP,Karilyn Brown,143,98,0,0,0,45
Pulaski,43,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 12,,REP,Karilyn Brown,46,32,0,0,0,14
Pulaski,44,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 12,,REP,Karilyn Brown,143,107,2,0,0,34
Pulaski,49,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 12,,REP,Karilyn Brown,151,115,3,0,0,33
Pulaski,1,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,68,41,0,0,0,27
Pulaski,2,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,96,61,0,0,0,35
Pulaski,3,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,36,27,1,0,0,8
Pulaski,4,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,345,191,0,0,0,154
Pulaski,5,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,194,127,0,0,0,67
Pulaski,6,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,35,20,1,0,0,14
Pulaski,7,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,40,31,1,0,0,8
Pulaski,8,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,24,19,1,0,0,4
Pulaski,9,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,34,23,1,0,0,10
Pulaski,10,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,46,36,4,0,0,6
Pulaski,11,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,26,23,0,0,0,3
Pulaski,12,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,40,40,0,0,0,0
Pulaski,13,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,64,44,1,0,0,19
Pulaski,14,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,131,95,2,0,0,34
Pulaski,15,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,34,24,3,0,0,7
Pulaski,16,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,11,8,0,0,0,3
Pulaski,17,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,35,21,0,0,0,14
Pulaski,18,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,67,54,1,0,0,12
Pulaski,19,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,23,17,0,0,0,6
Pulaski,20,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,110,82,4,0,0,24
Pulaski,21,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,63,53,2,0,0,8
Pulaski,22,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,99,79,1,0,0,19
Pulaski,23,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,163,123,2,0,0,38
Pulaski,24,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,73,58,1,0,0,14
Pulaski,25,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,58,49,0,0,0,9
Pulaski,26,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,82,70,4,0,0,8
Pulaski,27,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,120,96,1,0,0,23
Pulaski,28,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,96,80,2,0,0,14
Pulaski,29,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,0,0,0,0,0,0
Pulaski,30,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,1,0,0,0,0,1
Pulaski,31,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,96,81,0,0,0,15
Pulaski,32,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,85,65,1,0,0,19
Pulaski,33,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,65,40,1,0,0,24
Pulaski,34,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,50,39,0,0,0,11
Pulaski,35,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,90,70,0,0,0,20
Pulaski,36,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,37,29,0,0,0,8
Pulaski,37,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,69,55,4,0,0,10
Pulaski,38,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,28,23,1,0,0,4
Pulaski,39,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,126,101,0,0,0,25
Pulaski,40,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,99,76,3,0,0,20
Pulaski,41,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,143,97,4,0,0,42
Pulaski,42,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,128,102,0,0,0,26
Pulaski,43,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,52,41,0,0,0,11
Pulaski,44,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,139,111,1,0,0,27
Pulaski,45,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,22,14,0,0,0,8
Pulaski,46,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,27,17,2,0,0,8
Pulaski,47,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,4,3,0,0,0,1
Pulaski,48,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,18,11,1,0,0,6
Pulaski,49,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,172,132,4,0,0,36
Pulaski,50,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,133,98,3,0,1,31
Pulaski,51,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,63,50,0,0,0,13
Pulaski,52,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,6,6,0,0,0,0
Pulaski,53,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,15,12,1,0,0,2
Pulaski,54,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,33,23,2,0,0,8
Pulaski,55,Constable HILL TOWNSHIP,,REP,Constable Rick Scott,56,51,0,0,0,5
Pulaski,1,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,41,26,0,0,0,15
Pulaski,2,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,47,28,0,0,0,19
Pulaski,3,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,13,8,0,0,0,5
Pulaski,4,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,126,69,0,0,0,57
Pulaski,5,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,107,66,3,0,0,38
Pulaski,6,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,11,7,0,0,0,4
Pulaski,7,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,17,14,0,0,0,3
Pulaski,8,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,16,11,0,0,0,5
Pulaski,9,Constable HILL TOWNSHIP,,REP,Dennis L. Sobba,13,11,0,0,0,2
