county,precinct,office,district,party,candidate,votes,election_day,early_vote,absentee,provisional,hand_count
Pope,London In,CIRCUIT CLERK,,REP,Diane Willcutt,26,21,5,0,0,0
Pope,London In,CIRCUIT CLERK,,REP,Gina Skelton,30,24,6,0,0,0
Pope,London In,CIRCUIT CLERK,,REP,Karen Yarbrough,22,15,7,0,0,0
Pope,London In,CIRCUIT CLERK,,REP,Larry Pettus,16,10,6,0,0,0
Pope,London In,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",5,4,1,0,0,0
Pope,London In,Governor - DEM,,DEM,Mike Ross,26,20,6,0,0,0
Pope,London In,Governor - REP,,REP,Asa Hutchinson,58,42,16,0,0,0
Pope,London In,Governor - REP,,REP,Curtis Coleman,34,25,9,0,0,0
Pope,London In,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,53,39,14,0,0,0
Pope,London In,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,22,18,4,0,0,0
Pope,London In,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,17,10,7,0,0,0
Pope,London In,SHERIFF,,REP,"C. E. ""Charlie"" Falwell",21,15,6,0,0,0
Pope,London In,SHERIFF,,REP,Shane Jones,76,57,19,0,0,0
Pope,London In,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,65,46,19,0,0,0
Pope,London In,State Treasurer - REP,,REP,Representative Duncan Baird,21,16,5,0,0,0
Pope,London In,UNOPPOSED DEMOCRATS,,DEM,FOR,29,22,7,0,0,0
Pope,London In,UNOPPOSED REPUBLICANS,,REP,FOR,79,55,24,0,0,0
Pope,London Out,Attorney General - REP,,REP,David Sterling,98,48,50,0,0,0
Pope,London Out,Attorney General - REP,,REP,Leslie Rutledge,108,74,34,0,0,0
Pope,London Out,Attorney General - REP,,REP,Patricia Nation,43,22,21,0,0,0
Pope,London Out,Auditor of State - REP,,REP,Ken Yang,49,30,19,0,0,0
Pope,London Out,Auditor of State - REP,,REP,Representative Andrea Lea,211,122,89,0,0,0
Pope,London Out,CIRCUIT CLERK,,REP,Diane Willcutt,49,27,22,0,0,0
Pope,London Out,CIRCUIT CLERK,,REP,Gina Skelton,96,62,34,0,0,0
Pope,London Out,CIRCUIT CLERK,,REP,Karen Yarbrough,68,42,26,0,0,0
Pope,London Out,CIRCUIT CLERK,,REP,Larry Pettus,47,21,26,0,0,0
Pope,London Out,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",6,6,0,0,0,0
Pope,London Out,Governor - DEM,,DEM,Mike Ross,38,27,10,1,0,0
Pope,London Out,Governor - REP,,REP,Asa Hutchinson,171,104,67,0,0,0
Pope,London Out,Governor - REP,,REP,Curtis Coleman,97,53,44,0,0,0
Pope,London Out,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,181,112,69,0,0,0
Pope,London Out,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,33,18,15,0,0,0
Pope,London Out,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,41,17,24,0,0,0
Pope,London Out,SHERIFF,,REP,"C. E. ""Charlie"" Falwell",79,37,42,0,0,0
Pope,London Out,SHERIFF,,REP,Shane Jones,184,117,67,0,0,0
Pope,London Out,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,149,85,64,0,0,0
Pope,London Out,State Treasurer - REP,,REP,Representative Duncan Baird,94,59,35,0,0,0
Pope,London Out,UNOPPOSED DEMOCRATS,,DEM,FOR,40,30,9,1,0,0
Pope,London Out,UNOPPOSED REPUBLICANS,,REP,FOR,237,144,93,0,0,0
Pope,Martin #1,Attorney General - REP,,REP,David Sterling,33,21,12,0,0,0
Pope,Martin #1,Attorney General - REP,,REP,Leslie Rutledge,50,45,5,0,0,0
Pope,Martin #1,Attorney General - REP,,REP,Patricia Nation,10,8,2,0,0,0
Pope,Martin #1,Auditor of State - REP,,REP,Ken Yang,9,6,3,0,0,0
Pope,Martin #1,Auditor of State - REP,,REP,Representative Andrea Lea,84,68,16,0,0,0
Pope,Martin #1,CIRCUIT CLERK,,REP,Diane Willcutt,27,24,3,0,0,0
Pope,Martin #1,CIRCUIT CLERK,,REP,Gina Skelton,32,24,8,0,0,0
Pope,Martin #1,CIRCUIT CLERK,,REP,Karen Yarbrough,19,13,6,0,0,0
Pope,Martin #1,CIRCUIT CLERK,,REP,Larry Pettus,13,11,2,0,0,0
Pope,Martin #1,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",4,4,0,0,0,0
Pope,Martin #1,Governor - DEM,,DEM,Mike Ross,21,19,2,0,0,0
Pope,Martin #1,Governor - REP,,REP,Asa Hutchinson,71,57,14,0,0,0
Pope,Martin #1,Governor - REP,,REP,Curtis Coleman,25,20,5,0,0,0
Pope,Martin #1,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,63,53,10,0,0,0
Pope,Martin #1,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,10,8,2,0,0,0
Pope,Martin #1,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,20,13,7,0,0,0
Pope,Martin #1,SHERIFF,,REP,"C. E. ""Charlie"" Falwell",23,19,4,0,0,0
Pope,Martin #1,SHERIFF,,REP,Shane Jones,68,54,14,0,0,0
Pope,Martin #1,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,63,52,11,0,0,0
Pope,Martin #1,State Treasurer - REP,,REP,Representative Duncan Baird,27,19,8,0,0,0
Pope,Martin #1,UNOPPOSED DEMOCRATS,,DEM,FOR,24,22,2,0,0,0
Pope,Martin #1,UNOPPOSED REPUBLICANS,,REP,FOR,79,62,17,0,0,0
Pope,Martin #2,Attorney General - REP,,REP,David Sterling,11,8,3,0,0,0
Pope,Martin #2,Attorney General - REP,,REP,Leslie Rutledge,19,18,1,0,0,0
Pope,Martin #2,Attorney General - REP,,REP,Patricia Nation,10,9,1,0,0,0
Pope,Martin #2,Auditor of State - REP,,REP,Ken Yang,6,4,2,0,0,0
Pope,Martin #2,Auditor of State - REP,,REP,Representative Andrea Lea,34,31,3,0,0,0
Pope,Martin #2,CIRCUIT CLERK,,REP,Diane Willcutt,6,5,1,0,0,0
Pope,Martin #2,CIRCUIT CLERK,,REP,Gina Skelton,11,10,1,0,0,0
Pope,Martin #2,CIRCUIT CLERK,,REP,Karen Yarbrough,14,13,1,0,0,0
Pope,Martin #2,CIRCUIT CLERK,,REP,Larry Pettus,8,6,2,0,0,0
Pope,Martin #2,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",1,1,0,0,0,0
Pope,Martin #2,Governor - DEM,,DEM,Mike Ross,3,2,1,0,0,0
Pope,Martin #2,Governor - REP,,REP,Asa Hutchinson,36,31,5,0,0,0
Pope,Martin #2,Governor - REP,,REP,Curtis Coleman,5,5,0,0,0,0
Pope,Martin #2,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,24,22,2,0,0,0
Pope,Martin #2,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,9,7,2,0,0,0
Pope,Martin #2,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,6,5,1,0,0,0
Pope,Martin #2,SHERIFF,,REP,"C. E. ""Charlie"" Falwell",13,12,1,0,0,0
Pope,Martin #2,SHERIFF,,REP,Shane Jones,25,21,4,0,0,0
Pope,Martin #2,State Representative District 68 - REP,,REP,Ingram Philips,6,5,1,0,0,0
Pope,Martin #2,State Representative District 68 - REP,,REP,Trevor Drown,29,25,4,0,0,0
Pope,Martin #2,State Representative District 68 - REP,,REP,Zachary T. Sellers,6,6,0,0,0,0
Pope,Martin #2,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,18,17,1,0,0,0
Pope,Martin #2,State Treasurer - REP,,REP,Representative Duncan Baird,20,17,3,0,0,0
Pope,Martin #2,UNOPPOSED DEMOCRATS,,DEM,FOR,4,3,1,0,0,0
Pope,Martin #2,UNOPPOSED REPUBLICANS,,REP,FOR,32,28,4,0,0,0
Pope,Martin #3,Attorney General - REP,,REP,David Sterling,3,3,0,0,0,0
Pope,Martin #3,Attorney General - REP,,REP,Leslie Rutledge,6,5,1,0,0,0
Pope,Martin #3,Attorney General - REP,,REP,Patricia Nation,1,1,0,0,0,0
Pope,Martin #3,Auditor of State - REP,,REP,Representative Andrea Lea,10,9,1,0,0,0
Pope,Martin #3,CIRCUIT CLERK,,REP,Diane Willcutt,1,1,0,0,0,0
Pope,Martin #3,CIRCUIT CLERK,,REP,Gina Skelton,4,4,0,0,0,0
Pope,Martin #3,CIRCUIT CLERK,,REP,Karen Yarbrough,1,1,0,0,0,0
Pope,Martin #3,CIRCUIT CLERK,,REP,Larry Pettus,4,3,1,0,0,0
Pope,Martin #3,Governor - DEM,,DEM,Mike Ross,4,4,0,0,0,0
Pope,Martin #3,Governor - REP,,REP,Asa Hutchinson,7,6,1,0,0,0
Pope,Martin #3,Governor - REP,,REP,Curtis Coleman,3,3,0,0,0,0
Pope,Martin #3,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,7,7,0,0,0,0
Pope,Martin #3,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,1,0,1,0,0,0
Pope,Martin #3,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,2,2,0,0,0,0
Pope,Martin #3,SHERIFF,,REP,"C. E. ""Charlie"" Falwell",2,2,0,0,0,0
Pope,Martin #3,SHERIFF,,REP,Shane Jones,8,7,1,0,0,0
Pope,Martin #3,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,6,5,1,0,0,0
Pope,Martin #3,State Treasurer - REP,,REP,Representative Duncan Baird,4,4,0,0,0,0
Pope,Martin #3,UNOPPOSED DEMOCRATS,,DEM,FOR,2,2,0,0,0,0
Pope,Martin #3,UNOPPOSED REPUBLICANS,,REP,FOR,9,8,1,0,0,0
Pope,Moreland #1,Attorney General - REP,,REP,David Sterling,12,4,7,1,0,0
Pope,Moreland #1,Attorney General - REP,,REP,Leslie Rutledge,30,19,11,0,0,0
Pope,Moreland #1,Attorney General - REP,,REP,Patricia Nation,4,1,3,0,0,0
Pope,Moreland #1,Auditor of State - REP,,REP,Ken Yang,8,2,5,1,0,0
Pope,Moreland #1,Auditor of State - REP,,REP,Representative Andrea Lea,40,22,18,0,0,0
Pope,Moreland #1,CIRCUIT CLERK,,REP,Diane Willcutt,23,8,15,0,0,0
Pope,Moreland #1,CIRCUIT CLERK,,REP,Gina Skelton,10,8,2,0,0,0
Pope,Moreland #1,CIRCUIT CLERK,,REP,Karen Yarbrough,9,3,6,0,0,0
Pope,Moreland #1,CIRCUIT CLERK,,REP,Larry Pettus,4,4,0,0,0,0
Pope,Moreland #1,Governor - DEM,,DEM,Mike Ross,7,6,1,0,0,0
Pope,Moreland #1,Governor - REP,,REP,Asa Hutchinson,31,13,18,0,0,0
Pope,Moreland #1,Governor - REP,,REP,Curtis Coleman,17,11,5,1,0,0
Pope,Moreland #1,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,32,18,14,0,0,0
Pope,Moreland #1,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,6,3,3,0,0,0
Pope,Moreland #1,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,9,3,5,1,0,0
Pope,Moreland #1,SHERIFF,,REP,"C. E. ""Charlie"" Falwell",4,1,3,0,0,0
Pope,Moreland #1,SHERIFF,,REP,Shane Jones,44,22,21,1,0,0
Pope,Moreland #1,State Representative District 68 - REP,,REP,Ingram Philips,5,4,1,0,0,0
Pope,Moreland #1,State Representative District 68 - REP,,REP,Trevor Drown,37,18,19,0,0,0
Pope,Moreland #1,State Representative District 68 - REP,,REP,Zachary T. Sellers,5,1,3,1,0,0
Pope,Moreland #1,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,25,13,11,1,0,0
Pope,Moreland #1,State Treasurer - REP,,REP,Representative Duncan Baird,20,11,9,0,0,0
Pope,Moreland #1,UNOPPOSED DEMOCRATS,,DEM,FOR,7,6,1,0,0,0
Pope,Moreland #1,UNOPPOSED REPUBLICANS,,REP,FOR,41,24,17,0,0,0
Pope,Moreland #2,Attorney General - REP,,REP,David Sterling,4,4,0,0,0,0
Pope,Moreland #2,Attorney General - REP,,REP,Leslie Rutledge,10,9,1,0,0,0
Pope,Moreland #2,Attorney General - REP,,REP,Patricia Nation,5,5,0,0,0,0
Pope,Moreland #2,Auditor of State - REP,,REP,Ken Yang,3,3,0,0,0,0
Pope,Moreland #2,Auditor of State - REP,,REP,Representative Andrea Lea,17,16,1,0,0,0
Pope,Moreland #2,CIRCUIT CLERK,,REP,Diane Willcutt,6,6,0,0,0,0
Pope,Moreland #2,CIRCUIT CLERK,,REP,Gina Skelton,8,7,1,0,0,0
Pope,Moreland #2,CIRCUIT CLERK,,REP,Karen Yarbrough,1,1,0,0,0,0
Pope,Moreland #2,CIRCUIT CLERK,,REP,Larry Pettus,4,4,0,0,0,0
Pope,Moreland #2,Governor - REP,,REP,Asa Hutchinson,13,12,1,0,0,0
Pope,Moreland #2,Governor - REP,,REP,Curtis Coleman,7,7,0,0,0,0
Pope,Moreland #2,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,14,14,0,0,0,0
Pope,Moreland #2,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,1,1,0,0,0,0
Pope,Moreland #2,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,5,4,1,0,0,0
Pope,Moreland #2,SHERIFF,,REP,"C. E. ""Charlie"" Falwell",7,7,0,0,0,0
Pope,Moreland #2,SHERIFF,,REP,Shane Jones,12,11,1,0,0,0
Pope,Moreland #2,State Representative District 68 - REP,,REP,Ingram Philips,4,4,0,0,0,0
Pope,Moreland #2,State Representative District 68 - REP,,REP,Trevor Drown,14,13,1,0,0,0
Pope,Moreland #2,State Representative District 68 - REP,,REP,Zachary T. Sellers,1,1,0,0,0,0
Pope,Moreland #2,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,18,17,1,0,0,0
Pope,Moreland #2,State Treasurer - REP,,REP,Representative Duncan Baird,1,1,0,0,0,0
Pope,Moreland #2,UNOPPOSED REPUBLICANS,,REP,FOR,16,16,0,0,0,0
Pope,Nogo,Attorney General - REP,,REP,David Sterling,7,6,1,0,0,0
Pope,Nogo,Attorney General - REP,,REP,Leslie Rutledge,7,7,0,0,0,0
Pope,Nogo,Attorney General - REP,,REP,Patricia Nation,2,2,0,0,0,0
Pope,Nogo,Auditor of State - REP,,REP,Ken Yang,2,2,0,0,0,0
Pope,Nogo,Auditor of State - REP,,REP,Representative Andrea Lea,13,12,1,0,0,0
Pope,Nogo,CIRCUIT CLERK,,REP,Diane Willcutt,6,6,0,0,0,0
Pope,Nogo,CIRCUIT CLERK,,REP,Gina Skelton,4,4,0,0,0,0
Pope,Nogo,CIRCUIT CLERK,,REP,Karen Yarbrough,2,1,1,0,0,0
Pope,Nogo,CIRCUIT CLERK,,REP,Larry Pettus,3,3,0,0,0,0
Pope,Nogo,Governor - DEM,,DEM,Mike Ross,3,3,0,0,0,0
Pope,Nogo,Governor - REP,,REP,Asa Hutchinson,12,11,1,0,0,0
Pope,Nogo,Governor - REP,,REP,Curtis Coleman,4,4,0,0,0,0
Pope,Nogo,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,5,5,0,0,0,0
Pope,Nogo,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,5,4,1,0,0,0
Pope,Nogo,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,5,5,0,0,0,0
Pope,Nogo,SHERIFF,,REP,Shane Jones,15,15,0,0,0,0
Pope,Nogo,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,13,12,1,0,0,0
Pope,Nogo,State Treasurer - REP,,REP,Representative Duncan Baird,2,2,0,0,0,0
Pope,Nogo,UNOPPOSED DEMOCRATS,,DEM,FOR,3,3,0,0,0,0
Pope,Nogo,UNOPPOSED REPUBLICANS,,REP,FOR,13,12,1,0,0,0
Pope,Pea Ridge,Attorney General - REP,,REP,David Sterling,18,8,10,0,0,0
Pope,Pea Ridge,Attorney General - REP,,REP,Leslie Rutledge,43,37,6,0,0,0
Pope,Pea Ridge,Attorney General - REP,,REP,Patricia Nation,19,13,6,0,0,0
Pope,Pea Ridge,Auditor of State - REP,,REP,Ken Yang,16,11,5,0,0,0
Pope,Pea Ridge,Auditor of State - REP,,REP,Representative Andrea Lea,64,47,17,0,0,0
Pope,Pea Ridge,CIRCUIT CLERK,,REP,Diane Willcutt,60,46,14,0,0,0
Pope,Pea Ridge,CIRCUIT CLERK,,REP,Gina Skelton,5,3,2,0,0,0
Pope,Pea Ridge,CIRCUIT CLERK,,REP,Karen Yarbrough,11,7,4,0,0,0
Pope,Pea Ridge,CIRCUIT CLERK,,REP,Larry Pettus,5,3,2,0,0,0
Pope,Pea Ridge,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",2,2,0,0,0,0
Pope,Pea Ridge,Governor - DEM,,DEM,Mike Ross,24,18,5,1,0,0
Pope,Pea Ridge,Governor - REP,,REP,Asa Hutchinson,64,48,16,0,0,0
Pope,Pea Ridge,Governor - REP,,REP,Curtis Coleman,17,11,6,0,0,0
Pope,Pea Ridge,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,60,41,19,0,0,0
Pope,Pea Ridge,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,13,11,2,0,0,0
Pope,Pea Ridge,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,8,7,1,0,0,0
Pope,Pea Ridge,SHERIFF,,REP,"C. E. ""Charlie"" Falwell",14,12,2,0,0,0
Pope,Pea Ridge,SHERIFF,,REP,Shane Jones,67,47,20,0,0,0
Pope,Pea Ridge,State Representative District 68 - REP,,REP,Ingram Philips,5,5,0,0,0,0
Pope,Pea Ridge,State Representative District 68 - REP,,REP,Trevor Drown,59,42,17,0,0,0
Pope,Pea Ridge,State Representative District 68 - REP,,REP,Zachary T. Sellers,13,8,5,0,0,0
Pope,Pea Ridge,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,47,36,11,0,0,0
Pope,Pea Ridge,State Treasurer - REP,,REP,Representative Duncan Baird,29,18,11,0,0,0
Pope,Pea Ridge,UNOPPOSED DEMOCRATS,,DEM,FOR,26,20,5,1,0,0
Pope,Pea Ridge,UNOPPOSED REPUBLICANS,,REP,FOR,73,53,20,0,0,0
Pope,Pottsville In #1,Attorney General - REP,,REP,David Sterling,128,69,59,0,0,0
Pope,Pottsville In #1,Attorney General - REP,,REP,Leslie Rutledge,154,114,40,0,0,0
Pope,Pottsville In #1,Attorney General - REP,,REP,Patricia Nation,48,31,17,0,0,0
Pope,Pottsville In #1,Auditor of State - REP,,REP,Ken Yang,59,39,20,0,0,0
Pope,Pottsville In #1,Auditor of State - REP,,REP,Representative Andrea Lea,279,179,100,0,0,0
Pope,Pottsville In #1,CIRCUIT CLERK,,REP,Diane Willcutt,91,48,43,0,0,0
Pope,Pottsville In #1,CIRCUIT CLERK,,REP,Gina Skelton,114,78,36,0,0,0
Pope,Pottsville In #1,CIRCUIT CLERK,,REP,Karen Yarbrough,87,57,30,0,0,0
Pope,Pottsville In #1,CIRCUIT CLERK,,REP,Larry Pettus,51,35,16,0,0,0
Pope,Pottsville In #1,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",4,3,1,0,0,0
Pope,Pottsville In #1,Governor - DEM,,DEM,Mike Ross,36,35,1,0,0,0
Pope,Pottsville In #1,Governor - REP,,REP,Asa Hutchinson,226,140,86,0,0,0
Pope,Pottsville In #1,Governor - REP,,REP,Curtis Coleman,122,82,40,0,0,0
Pope,Pottsville In #1,JP DIST 2,,REP,Caleb Moore,155,100,55,0,0,0
Pope,Pottsville In #1,JP DIST 2,,REP,T. J. Curtis,184,114,70,0,0,0
Pope,Pottsville In #1,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,242,156,86,0,0,0
Pope,Pottsville In #1,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,50,31,19,0,0,0
Pope,Pottsville In #1,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,49,32,17,0,0,0
Pope,Pottsville In #1,SHERIFF,,REP,"C. E. ""Charlie"" Falwell",53,32,21,0,0,0
Pope,Pottsville In #1,SHERIFF,,REP,Shane Jones,294,188,106,0,0,0
Pope,Pottsville In #1,State Representative District 68 - REP,,REP,Ingram Philips,45,28,17,0,0,0
Pope,Pottsville In #1,State Representative District 68 - REP,,REP,Trevor Drown,254,160,94,0,0,0
Pope,Pottsville In #1,State Representative District 68 - REP,,REP,Zachary T. Sellers,39,27,12,0,0,0
Pope,Pottsville In #1,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,222,138,84,0,0,0
Pope,Pottsville In #1,State Treasurer - REP,,REP,Representative Duncan Baird,102,71,31,0,0,0
Pope,Pottsville In #1,UNOPPOSED DEMOCRATS,,DEM,FOR,36,35,1,0,0,0
Pope,Pottsville In #1,UNOPPOSED REPUBLICANS,,REP,FOR,302,198,104,0,0,0
Pope,Pottsville In #2,Attorney General - REP,,REP,David Sterling,7,4,3,0,0,0
Pope,Pottsville In #2,Attorney General - REP,,REP,Leslie Rutledge,10,10,0,0,0,0
Pope,Pottsville In #2,Attorney General - REP,,REP,Patricia Nation,4,4,0,0,0,0
Pope,Pottsville In #2,Auditor of State - REP,,REP,Ken Yang,5,3,2,0,0,0
Pope,Pottsville In #2,Auditor of State - REP,,REP,Representative Andrea Lea,18,16,2,0,0,0
Pope,Pottsville In #2,CIRCUIT CLERK,,REP,Diane Willcutt,10,8,2,0,0,0
Pope,Pottsville In #2,CIRCUIT CLERK,,REP,Gina Skelton,10,8,2,0,0,0
Pope,Pottsville In #2,CIRCUIT CLERK,,REP,Karen Yarbrough,4,3,1,0,0,0
Pope,Pottsville In #2,CIRCUIT CLERK,,REP,Larry Pettus,2,2,0,0,0,0
Pope,Pottsville In #2,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",1,1,0,0,0,0
Pope,Pottsville In #2,Governor - DEM,,DEM,Mike Ross,1,1,0,0,0,0
Pope,Pottsville In #2,Governor - REP,,REP,Asa Hutchinson,18,13,5,0,0,0
Pope,Pottsville In #2,Governor - REP,,REP,Curtis Coleman,9,9,0,0,0,0
Pope,Pottsville In #2,JP DIST 2,,REP,Caleb Moore,10,8,2,0,0,0
Pope,Pottsville In #2,JP DIST 2,,REP,T. J. Curtis,14,11,3,0,0,0
Pope,Pottsville In #2,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,19,16,3,0,0,0
Pope,Pottsville In #2,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,3,3,0,0,0,0
Pope,Pottsville In #2,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,2,1,1,0,0,0
Pope,Pottsville In #2,SHERIFF,,REP,"C. E. ""Charlie"" Falwell",2,2,0,0,0,0
Pope,Pottsville In #2,SHERIFF,,REP,Shane Jones,24,20,4,0,0,0
Pope,Pottsville In #2,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,16,15,1,0,0,0
Pope,Pottsville In #2,State Treasurer - REP,,REP,Representative Duncan Baird,5,3,2,0,0,0
Pope,Pottsville In #2,UNOPPOSED DEMOCRATS,,DEM,FOR,2,2,0,0,0,0
Pope,Pottsville In #2,UNOPPOSED REPUBLICANS,,REP,FOR,23,18,5,0,0,0
Pope,Pottsville Out #1,Attorney General - REP,,REP,David Sterling,109,53,54,2,0,0
Pope,Pottsville Out #1,Attorney General - REP,,REP,Leslie Rutledge,134,81,53,0,0,0
Pope,Pottsville Out #1,Attorney General - REP,,REP,Patricia Nation,33,18,14,1,0,0
Pope,Pottsville Out #1,Auditor of State - REP,,REP,Ken Yang,50,28,22,0,0,0
Pope,Pottsville Out #1,Auditor of State - REP,,REP,Representative Andrea Lea,238,129,106,3,0,0
Pope,Pottsville Out #1,CIRCUIT CLERK,,REP,Diane Willcutt,71,38,30,3,0,0
Pope,Pottsville Out #1,CIRCUIT CLERK,,REP,Gina Skelton,92,54,38,0,0,0
Pope,Pottsville Out #1,CIRCUIT CLERK,,REP,Karen Yarbrough,77,36,41,0,0,0
Pope,Pottsville Out #1,CIRCUIT CLERK,,REP,Larry Pettus,52,30,22,0,0,0
Pope,Pottsville Out #1,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",4,3,1,0,0,0
Pope,Pottsville Out #1,Governor - DEM,,DEM,Mike Ross,17,8,9,0,0,0
Pope,Pottsville Out #1,Governor - REP,,REP,Asa Hutchinson,195,101,91,3,0,0
Pope,Pottsville Out #1,Governor - REP,,REP,Curtis Coleman,102,60,42,0,0,0
Pope,Pottsville Out #1,JP DIST 2,,REP,Caleb Moore,210,122,86,2,0,0
Pope,Pottsville Out #1,JP DIST 2,,REP,T. J. Curtis,80,34,45,1,0,0
Pope,Pottsville Out #1,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,195,99,93,3,0,0
Pope,Pottsville Out #1,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,44,26,18,0,0,0
Pope,Pottsville Out #1,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,47,30,17,0,0,0
Pope,Pottsville Out #1,SHERIFF,,REP,"C. E. ""Charlie"" Falwell",61,27,34,0,0,0
Pope,Pottsville Out #1,SHERIFF,,REP,Shane Jones,234,132,99,3,0,0
Pope,Pottsville Out #1,State Representative District 68 - REP,,REP,Ingram Philips,45,26,17,2,0,0
Pope,Pottsville Out #1,State Representative District 68 - REP,,REP,Trevor Drown,213,115,97,1,0,0
Pope,Pottsville Out #1,State Representative District 68 - REP,,REP,Zachary T. Sellers,32,18,14,0,0,0
Pope,Pottsville Out #1,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,188,97,90,1,0,0
Pope,Pottsville Out #1,State Treasurer - REP,,REP,Representative Duncan Baird,81,44,35,2,0,0
Pope,Pottsville Out #1,UNOPPOSED DEMOCRATS,,DEM,FOR,20,10,10,0,0,0
Pope,Pottsville Out #1,UNOPPOSED REPUBLICANS,,REP,FOR,266,143,120,3,0,0
Pope,Pottsville Out #2,Attorney General - REP,,REP,David Sterling,2,1,1,0,0,0
Pope,Pottsville Out #2,Attorney General - REP,,REP,Leslie Rutledge,1,1,0,0,0,0
Pope,Pottsville Out #2,Auditor of State - REP,,REP,Representative Andrea Lea,3,2,1,0,0,0
Pope,Pottsville Out #2,CIRCUIT CLERK,,REP,Diane Willcutt,2,1,1,0,0,0
Pope,Pottsville Out #2,CIRCUIT CLERK,,REP,Larry Pettus,1,1,0,0,0,0
Pope,Pottsville Out #2,Governor - REP,,REP,Asa Hutchinson,2,1,1,0,0,0
Pope,Pottsville Out #2,Governor - REP,,REP,Curtis Coleman,1,1,0,0,0,0
Pope,Pottsville Out #2,JP DIST 2,,REP,Caleb Moore,1,1,0,0,0,0
Pope,Pottsville Out #2,JP DIST 2,,REP,T. J. Curtis,2,1,1,0,0,0
Pope,Pottsville Out #2,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,2,1,1,0,0,0
Pope,Pottsville Out #2,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,1,1,0,0,0,0
Pope,Pottsville Out #2,SHERIFF,,REP,"C. E. ""Charlie"" Falwell",2,2,0,0,0,0
Pope,Pottsville Out #2,SHERIFF,,REP,Shane Jones,1,0,1,0,0,0
Pope,Pottsville Out #2,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,2,1,1,0,0,0
Pope,Pottsville Out #2,State Treasurer - REP,,REP,Representative Duncan Baird,1,1,0,0,0,0
Pope,Pottsville Out #2,UNOPPOSED REPUBLICANS,,REP,FOR,3,2,1,0,0,0
Pope,Russellville 1A,Attorney General - REP,,REP,David Sterling,4,0,4,0,0,0
Pope,Russellville 1A,Attorney General - REP,,REP,Leslie Rutledge,4,2,2,0,0,0
